node1,node2,sim_out,sim_in,sim_both,avg_del,avg_del_normed
7,57,0.124766,0.760529,1332.913895,1073.601316,0.069782
7,58,0.124081,0.820936,2645.701936,1751.355363,0.113835
7,59,0.124314,0.713908,973.683254,627.199835,0.040767
7,60,0.124255,0.709699,964.375254,668.803990,0.043471
7,61,0.126560,0.711211,679.075016,472.673506,0.030723
7,62,0.124126,0.740641,1137.629423,415.183678,0.026986
7,63,0.125068,0.724493,991.071089,819.322915,0.053255
7,64,0.124100,0.806033,2231.811923,1478.811834,0.096120
7,65,0.124041,0.837203,10138.337317,2524.495237,0.164088
7,66,0.124072,0.950550,9921.715290,8595.434429,0.558689
8,9,1.004276,0.429152,1245.135245,460.802758,0.029951
8,10,0.045914,0.042404,608.781198,52.798279,0.003432
8,11,0.993692,0.384918,1451.749791,1084.288082,0.070477
8,12,1.019677,0.726614,1441.835638,639.243615,0.041550
8,13,0.175490,0.843661,1661.362546,656.129954,0.042647
8,14,0.605553,0.789974,1418.359705,664.700778,0.043204
8,15,0.916354,0.667088,1669.250134,990.451744,0.064378
8,16,0.166060,0.804988,1902.666842,659.705242,0.042880
8,17,1.012511,0.711136,1828.786114,1015.392079,0.065999
8,18,0.220855,0.848041,1619.336005,692.033555,0.044981
8,19,1.020364,0.698389,1642.941031,895.039113,0.058176
8,20,1.022763,0.769202,1452.953426,665.314872,0.043244
8,21,0.804230,0.705512,1574.248762,764.802929,0.049711
8,22,0.180587,0.720986,2240.443913,1203.579941,0.078231
8,23,0.157583,0.703806,2266.558188,950.451602,0.061778
8,24,0.528381,0.808235,1465.936278,695.185116,0.045186
8,25,0.206702,0.802068,1689.572599,657.473804,0.042735
8,26,0.763843,0.706326,1679.689608,895.179615,0.058185
8,27,0.983564,0.722885,1525.719819,717.466771,0.046634
8,28,0.303103,0.752131,1565.706717,695.038330,0.045176
8,29,0.170482,0.732556,1955.200876,696.900070,0.045297
8,30,1.022655,0.765435,1464.735340,682.772370,0.044379
8,31,0.565088,0.707003,1698.067137,897.571314,0.058341
8,32,0.306834,0.710402,1666.185576,815.038265,0.052976
