4.153217e+00 1.139964e+00 4.063200e+00 3.845409e+00 2.223189e+00 1.310998e+00 3.198574e+00 2.830556e+00 3.707438e+00 2.699362e+00 1.994756e+00 4.096401e+00 4.780639e+00 5.186507e+00 3.163687e+00 2.921819e+00 1.668427e+00 4.632435e+00 4.282046e+00 4.211856e+00 2.490571e+00 2.575751e+00 1.945485e+00 2.178670e+00 4.069683e+00 2.442880e+00 4.172439e+00 5.992364e+00 3.546226e+00 1.759839e+00 3.849717e+00 4.292334e+00 2.530069e+00 4.035486e-01 4.204769e+00 1.377451e+00 2.127770e+00 3.188206e+00 5.383104e+00 6.376066e+00 1.458868e+00 4.706892e+00 1.497184e+00 8.664307e-01 4.456964e+00 3.986308e+00 3.871098e+00 3.374997e+00 
2.436049e+00 1.892996e+00 2.148366e+00 2.746031e+00 3.970613e+00 2.549660e+00 2.912192e+00 3.879889e+00 4.108012e+00 1.549236e+00 2.729974e+00 3.390903e+00 6.151803e+00 5.198394e+00 4.411171e+00 3.719609e+00 1.122318e+00 3.858011e+00 5.592368e+00 1.400660e+00 3.693117e+00 4.044533e+00 1.210388e+00 3.897114e+00 4.262977e+00 1.717427e+00 6.250472e+00 4.961944e+00 3.634117e+00 1.479233e+00 6.005973e+00 3.674592e+00 1.985627e+00 0.000000e+00 5.573652e+00 2.851992e+00 2.139704e+00 1.550744e+00 5.001683e+00 6.771688e+00 2.075220e+00 6.134042e+00 3.202328e+00 1.338806e+00 5.117222e+00 4.188879e+00 6.407544e+00 5.280054e+00 
2.529730e+00 1.251797e+00 1.425528e+00 1.590633e+00 3.574215e+00 3.192254e+00 2.385629e+00 5.215196e+00 3.594200e+00 1.637874e+00 5.072725e+00 2.294356e+00 6.270323e+00 5.610218e+00 3.391194e+00 2.923698e+00 8.474605e-01 2.949169e+00 5.722963e+00 2.678029e+00 2.808761e+00 4.318652e+00 1.355935e+00 4.190188e+00 4.138533e+00 7.790351e-01 6.238517e+00 7.813985e+00 2.694228e+00 1.723057e+00 7.127592e+00 3.926168e+00 2.797180e+00 5.322561e-01 4.096012e+00 1.526142e+00 2.860273e+00 2.648242e+00 3.074167e+00 4.776379e+00 1.503040e+00 6.205151e+00 4.381246e+00 1.504492e+00 6.005017e+00 5.344154e+00 8.960602e+00 6.275845e+00 
2.354837e+00 1.569278e+00 3.245876e+00 3.262659e+00 3.863057e+00 3.570745e+00 1.965145e+00 3.503773e+00 2.927981e+00 1.740092e+00 4.663956e+00 1.575839e+00 5.734097e+00 5.036462e+00 2.393780e+00 1.447526e+00 1.067422e+00 3.209321e+00 5.648572e+00 3.637061e+00 2.186450e+00 4.037654e+00 2.431339e+00 3.834389e+00 3.214603e+00 1.680002e+00 6.544827e+00 8.240995e+00 1.273143e+00 1.147165e+00 5.713180e+00 5.813101e+00 2.590361e+00 2.814920e-01 3.350196e+00 1.502452e+00 3.458115e+00 5.023738e+00 3.371521e+00 4.265810e+00 2.581174e+00 7.984821e+00 3.468180e+00 4.097489e-01 8.026634e+00 5.460668e+00 9.522594e+00 7.607123e+00 
2.215217e+00 9.490850e-01 4.059788e+00 2.437972e+00 4.877174e+00 4.769533e+00 2.381519e+00 3.243771e+00 3.760566e+00 2.298424e+00 4.146288e+00 3.594026e-01 2.919417e+00 4.871391e+00 2.064797e+00 2.105505e+00 1.394597e+00 3.066398e+00 6.094341e+00 3.714579e+00 4.116167e+00 4.356276e+00 2.383329e+00 3.979753e+00 2.883307e+00 3.358778e+00 6.393306e+00 7.710745e+00 1.710025e+00 2.631350e+00 7.290970e+00 7.320160e+00 2.725655e+00 1.371958e+00 3.751273e+00 3.116640e+00 3.381419e+00 5.833513e+00 4.126789e+00 4.923225e+00 3.001871e+00 8.600372e+00 1.991928e+00 3.931617e-01 8.260751e+00 5.641633e+00 1.100815e+01 7.106950e+00 
1.378577e+00 2.305874e+00 3.914487e+00 3.443905e+00 5.733348e+00 4.476116e+00 2.438477e+00 1.074611e+00 1.681981e+00 1.432572e+00 3.637753e+00 1.423031e+00 3.055565e+00 6.171137e+00 2.677446e+00 1.247405e+00 1.198411e+00 4.007202e+00 8.778248e+00 3.492413e+00 4.567267e+00 4.655490e+00 1.993332e+00 4.795089e+00 1.371085e+00 4.698629e+00 5.451414e+00 7.211229e+00 1.715777e+00 2.278383e+00 6.407026e+00 6.901051e+00 4.358000e+00 1.712546e+00 3.233088e+00 3.272402e+00 2.605746e+00 6.005133e+00 4.848685e+00 4.277586e+00 5.634540e+00 8.468871e+00 1.229453e+00 4.509104e-01 8.298498e+00 6.345007e+00 9.617127e+00 6.401327e+00 
1.566661e+00 2.365480e+00 4.583670e+00 2.398509e+00 6.625297e+00 3.836417e+00 3.176156e+00 1.127158e+00 2.062706e+00 1.713541e+00 4.981712e+00 6.998978e-01 2.851621e+00 5.731452e+00 3.464482e+00 2.028763e+00 1.347250e+00 3.935617e+00 6.880289e+00 5.056899e+00 3.813675e+00 5.796651e+00 1.012848e+00 7.049346e+00 1.753544e+00 7.679253e+00 7.256049e+00 6.882604e+00 2.641866e+00 4.441741e+00 4.897856e+00 7.121960e+00 3.242735e+00 3.562585e+00 2.466575e+00 3.497254e+00 4.947897e-01 8.202450e+00 4.919483e+00 3.146508e+00 5.626975e+00 9.195476e+00 2.143844e+00 3.730083e-01 1.025104e+01 6.984509e+00 9.339306e+00 5.141836e+00 
1.426081e+00 2.164834e+00 5.122906e+00 1.232233e+00 7.543124e+00 4.957075e+00 3.383753e+00 2.782199e+00 1.741937e+00 1.545811e+00 4.924539e+00 1.057536e+00 2.733119e+00 7.214733e+00 5.276453e+00 2.048943e+00 1.462426e+00 2.654737e+00 8.815428e+00 5.864397e+00 4.019192e+00 6.214602e+00 2.286419e+00 6.600186e+00 3.709709e+00 9.541270e+00 6.973308e+00 4.814579e+00 2.553739e+00 4.038952e+00 5.562731e+00 6.373056e+00 4.301556e+00 4.855073e+00 2.364188e+00 4.508608e+00 2.045140e+00 9.444959e+00 4.626520e+00 3.100222e+00 5.078813e+00 8.105627e+00 3.123234e+00 1.765012e+00 7.970515e+00 6.161317e+00 8.465642e+00 2.935751e+00 
1.457760e+00 4.231768e+00 5.218415e+00 1.369432e+00 5.755639e+00 3.309237e+00 3.883778e+00 3.520498e+00 1.852846e+00 1.220991e+00 4.137578e+00 1.757641e+00 2.141983e+00 7.025322e+00 4.972194e+00 1.591799e+00 1.305017e+00 5.205993e+00 7.937501e+00 4.561460e+00 5.637100e+00 5.874946e+00 1.658035e+00 7.635402e+00 3.408589e+00 1.011491e+01 8.695762e+00 3.823009e+00 3.561386e+00 4.749469e+00 5.295950e+00 7.310838e+00 4.165162e+00 5.170120e+00 3.345445e+00 6.725379e+00 1.218637e+00 1.012380e+01 3.913309e+00 4.391208e+00 6.714388e+00 8.948873e+00 3.371385e+00 9.631977e-01 9.233746e+00 6.789556e+00 9.473776e+00 2.955386e+00 
2.658648e-01 4.960757e+00 5.220917e+00 3.375441e-01 3.969972e+00 4.148208e+00 3.525418e+00 3.297343e+00 2.601974e+00 1.358220e+00 4.507434e+00 6.714688e-01 3.045130e+00 7.160240e+00 4.148731e+00 2.122413e-01 1.929187e+00 5.541637e+00 7.794770e+00 5.874555e+00 6.809707e+00 5.665744e+00 3.605137e+00 7.326080e+00 3.052804e+00 9.773628e+00 1.058851e+01 1.582568e+00 3.817123e+00 4.976852e+00 5.712392e+00 8.561656e+00 3.757471e+00 5.430026e+00 5.258364e+00 5.854716e+00 1.685316e-01 1.067393e+01 4.266874e+00 3.510717e+00 6.437448e+00 9.333626e+00 4.074765e+00 2.376568e+00 7.797983e+00 4.927898e+00 9.106031e+00 2.000782e+00 
