6.711373e+00 4.077896e+00 5.485953e+00 6.152557e+00 5.039254e+00 5.036738e+00 6.327144e+00 2.937535e+00 5.760393e+00 5.521041e+00 5.160681e+00 6.148857e+00 5.551666e+00 3.439093e+00 5.813836e+00 6.097771e+00 6.941439e+00 3.461262e+00 4.230543e+00 8.299100e+00 5.391878e+00 5.424189e+00 6.116410e+00 4.276857e+00 7.869215e+00 7.935608e+00 3.953214e+00 4.589547e+00 5.908936e+00 4.381762e+00 6.711209e+00 3.802078e+00 7.787527e+00 6.099715e+00 5.860131e+00 8.696684e+00 6.062391e+00 3.984339e+00 4.167197e+00 6.413823e+00 4.950526e+00 6.012673e+00 6.213554e+00 6.223472e+00 7.395037e+00 4.436727e+00 7.204124e+00 3.158744e+00 7.425755e+00 5.108023e+00 6.426570e+00 5.831820e+00 6.931037e+00 6.928077e+00 4.088803e+00 8.194017e+00 5.999221e+00 5.735476e+00 7.392214e+00 7.873286e+00 4.607137e+00 5.134252e+00 7.633090e+00 5.388696e+00 2.898094e+00 5.132811e+00 4.646610e+00 3.176360e+00 4.538676e+00 
6.317924e+00 4.343391e+00 6.720563e+00 5.866664e+00 4.938091e+00 6.799913e+00 3.918065e+00 3.086707e+00 4.944033e+00 6.297521e+00 4.248273e+00 6.766336e+00 6.697511e+00 2.503409e+00 4.424973e+00 6.519519e+00 6.100768e+00 2.742747e+00 3.509806e+00 7.280564e+00 7.088329e+00 4.670382e+00 5.376604e+00 3.711084e+00 7.895286e+00 6.586902e+00 4.254795e+00 4.728678e+00 6.456429e+00 5.651667e+00 5.097712e+00 3.338699e+00 7.210280e+00 4.982634e+00 4.937261e+00 7.410948e+00 4.872763e+00 3.471227e+00 3.697401e+00 8.035068e+00 5.269083e+00 5.504858e+00 5.394752e+00 5.113008e+00 8.787121e+00 5.254481e+00 6.039318e+00 3.998029e+00 8.413497e+00 5.174707e+00 7.241545e+00 4.189461e+00 7.350733e+00 8.675577e+00 3.149582e+00 6.272668e+00 6.549917e+00 7.466975e+00 6.564748e+00 7.768085e+00 4.146375e+00 5.331344e+00 6.226063e+00 4.092086e+00 3.461766e+00 6.073749e+00 5.268047e+00 4.771113e+00 3.976749e+00 
6.030494e+00 3.874760e+00 7.025541e+00 6.467533e+00 6.478004e+00 5.686430e+00 3.941668e+00 2.569646e+00 3.619626e+00 5.326779e+00 4.378763e+00 6.360797e+00 6.346302e+00 2.310314e+00 4.468764e+00 7.673395e+00 6.551544e+00 1.987192e+00 4.505754e+00 5.291136e+00 7.529831e+00 5.993878e+00 4.642404e+00 4.272255e+00 6.616941e+00 5.657497e+00 4.130271e+00 4.611993e+00 7.264623e+00 5.716357e+00 5.443049e+00 4.726101e+00 7.133552e+00 3.747859e+00 3.869093e+00 5.804135e+00 4.790374e+00 3.382199e+00 3.184976e+00 7.332302e+00 5.005982e+00 5.010157e+00 5.219624e+00 6.349767e+00 6.930898e+00 5.846442e+00 5.762718e+00 4.286099e+00 8.705634e+00 4.859918e+00 7.404626e+00 5.243533e+00 7.272344e+00 8.629105e+00 1.949328e+00 6.341462e+00 6.199369e+00 5.866649e+00 6.436879e+00 7.013009e+00 3.194116e+00 3.294890e+00 6.822228e+00 3.781029e+00 4.254295e+00 6.686577e+00 6.777220e+00 5.842551e+00 4.613404e+00 
6.470407e+00 1.909496e+00 6.549928e+00 7.411434e+00 4.979065e+00 4.234744e+00 4.642997e+00 3.282070e+00 4.019859e+00 4.988973e+00 4.247801e+00 5.853636e+00 6.475625e+00 2.357636e+00 4.324195e+00 6.810058e+00 7.379097e+00 2.913953e+00 4.142095e+00 6.245226e+00 6.817256e+00 5.462768e+00 5.700237e+00 4.488649e+00 6.357326e+00 5.528595e+00 2.178902e+00 4.519596e+00 5.162293e+00 4.657632e+00 4.681604e+00 4.387604e+00 6.821985e+00 3.238583e+00 4.244906e+00 4.876359e+00 4.760159e+00 2.694511e+00 2.398593e+00 6.799741e+00 4.259114e+00 4.396354e+00 4.716226e+00 7.814270e+00 6.734544e+00 6.853378e+00 6.805283e+00 3.269454e+00 1.033291e+01 5.974300e+00 7.671272e+00 5.195758e+00 4.963803e+00 6.768766e+00 1.698586e+00 4.866041e+00 5.758734e+00 5.267749e+00 7.644861e+00 6.045652e+00 3.975850e+00 2.906946e+00 7.596358e+00 3.598808e+00 4.531891e+00 6.032782e+00 6.446861e+00 6.076712e+00 5.387267e+00 
6.719543e+00 3.016238e+00 6.899186e+00 8.104881e+00 2.823441e+00 3.156142e+00 4.298797e+00 4.339527e+00 3.823061e+00 3.737242e+00 5.087485e+00 6.995781e+00 6.748342e+00 3.374148e+00 5.248326e+00 1.001342e+01 6.648562e+00 3.139053e+00 5.512082e+00 7.518506e+00 5.522631e+00 4.797670e+00 7.078003e+00 3.755801e+00 7.544119e+00 4.519714e+00 1.678727e+00 4.483922e+00 4.117020e+00 5.954750e+00 4.862023e+00 5.470997e+00 8.976071e+00 2.927604e+00 4.807847e+00 6.534942e+00 6.178104e+00 2.788858e+00 1.433122e+00 7.010553e+00 5.939970e+00 4.458102e+00 4.475169e+00 7.225034e+00 7.221160e+00 6.434737e+00 7.452277e+00 4.156594e+00 8.921037e+00 7.007092e+00 8.505066e+00 4.278254e+00 3.215260e+00 6.543650e+00 1.533127e+00 5.034254e+00 3.796477e+00 5.328163e+00 7.167797e+00 4.955763e+00 4.466100e+00 5.769845e+00 9.188341e+00 3.647647e+00 4.541285e+00 6.843669e+00 6.115766e+00 5.227591e+00 4.333097e+00 
6.350682e+00 3.984756e+00 5.958803e+00 8.185204e+00 4.450945e+00 3.885733e+00 3.713435e+00 4.998288e+00 4.512179e+00 2.921111e+00 6.322146e+00 7.795528e+00 5.687343e+00 2.909221e+00 5.030596e+00 1.028147e+01 6.280881e+00 3.969554e+00 6.106990e+00 7.469366e+00 4.273213e+00 4.613197e+00 7.303605e+00 4.423206e+00 7.358485e+00 3.369342e+00 1.137829e+00 3.349978e+00 2.943443e+00 4.808949e+00 5.705492e+00 6.438681e+00 7.439560e+00 3.070188e+00 4.002293e+00 6.708378e+00 7.097369e+00 2.917713e+00 1.118810e+00 6.225646e+00 6.056628e+00 3.940030e+00 4.439952e+00 6.670507e+00 8.081324e+00 5.997537e+00 7.383797e+00 4.320846e+00 9.320932e+00 7.029878e+00 8.458628e+00 2.425572e+00 3.314557e+00 6.809844e+00 1.745893e+00 6.134766e+00 3.712123e+00 4.506685e+00 7.667425e+00 3.293675e+00 3.191468e+00 5.522751e+00 9.506348e+00 5.700720e+00 3.107443e+00 5.628014e+00 6.188153e+00 5.305990e+00 4.561124e+00 
6.916423e+00 4.997148e+00 6.800689e+00 7.808410e+00 4.251790e+00 3.451286e+00 3.094502e+00 4.917773e+00 6.312293e+00 4.020544e+00 5.399045e+00 7.129407e+00 6.457288e+00 3.465202e+00 4.803756e+00 9.362978e+00 5.615619e+00 3.182133e+00 4.870884e+00 7.163163e+00 4.150447e+00 4.684343e+00 8.268353e+00 5.350128e+00 7.056203e+00 3.929103e+00 1.606718e+00 4.658781e+00 3.380374e+00 4.779258e+00 5.780188e+00 4.643494e+00 8.781781e+00 2.451084e+00 3.068355e+00 6.058885e+00 7.182830e+00 2.643458e+00 2.058452e-01 7.491815e+00 7.677900e+00 3.806904e+00 4.137408e+00 6.856126e+00 8.742994e+00 7.182885e+00 9.271278e+00 4.888066e+00 8.477650e+00 8.014177e+00 1.103974e+01 4.410670e+00 4.563576e+00 8.311377e+00 1.174321e+00 5.782922e+00 4.414032e+00 4.859816e+00 9.059048e+00 3.295634e+00 4.131286e+00 5.737303e+00 9.234880e+00 4.549421e+00 4.011003e+00 5.616795e+00 6.236271e+00 4.761851e+00 5.128092e+00 
8.427346e+00 3.436680e+00 7.590648e+00 8.856705e+00 3.232529e+00 2.592860e+00 4.636850e+00 5.646818e+00 6.496403e+00 5.866426e+00 5.670537e+00 6.691588e+00 7.125409e+00 3.323671e+00 6.217251e+00 7.770964e+00 3.830079e+00 2.866572e+00 4.400793e+00 7.932600e+00 4.480283e+00 5.051104e+00 9.037345e+00 6.707813e+00 8.292625e+00 4.255849e+00 2.321926e+00 4.073715e+00 4.457869e+00 5.868836e+00 4.697024e+00 4.174743e+00 1.040709e+01 2.819731e+00 3.873536e+00 6.495402e+00 7.239701e+00 1.676127e+00 1.435677e+00 6.871055e+00 7.248645e+00 4.198832e+00 3.971397e+00 6.007653e+00 9.220660e+00 5.550252e+00 9.488043e+00 2.916774e+00 9.034732e+00 8.509766e+00 9.917607e+00 5.611026e+00 4.521821e+00 8.486248e+00 1.762842e+00 5.074545e+00 3.868217e+00 5.812495e+00 9.739543e+00 3.969463e+00 4.513340e+00 3.371292e+00 8.928316e+00 4.119219e+00 3.077686e+00 6.398222e+00 5.910524e+00 4.662498e+00 4.789652e+00 
6.554278e+00 2.923899e+00 6.376297e+00 8.662395e+00 2.588307e+00 3.356322e+00 5.461016e+00 6.565319e+00 6.784461e+00 6.314070e+00 4.771792e+00 5.151813e+00 6.887460e+00 2.888444e+00 4.921113e+00 8.768847e+00 4.483919e+00 2.815213e+00 4.827088e+00 7.319783e+00 4.246435e+00 3.504120e+00 9.568378e+00 6.002412e+00 7.908340e+00 5.054083e+00 3.262679e+00 5.258707e+00 4.382943e+00 4.488229e+00 4.254641e+00 5.333614e+00 9.722466e+00 3.082581e+00 4.529276e+00 7.588431e+00 6.666198e+00 2.261803e+00 6.943219e-01 7.557992e+00 7.264126e+00 2.940170e+00 4.258394e+00 5.927717e+00 9.893436e+00 5.161681e+00 9.342286e+00 2.324373e+00 1.028485e+01 7.545985e+00 1.020407e+01 5.244096e+00 3.659523e+00 8.334495e+00 1.368925e+00 4.908902e+00 3.586520e+00 4.960874e+00 8.975501e+00 5.466853e+00 4.968635e+00 3.842533e+00 8.454356e+00 3.314030e+00 2.560337e+00 5.788530e+00 6.559745e+00 4.280712e+00 5.470660e+00 
6.973639e+00 2.312052e+00 5.926457e+00 8.560418e+00 2.699675e+00 3.997096e+00 4.655044e+00 7.258211e+00 8.970666e+00 5.716662e+00 3.878699e+00 3.155548e+00 6.827723e+00 2.866108e+00 7.210804e+00 7.572773e+00 3.740785e+00 3.648940e+00 3.835553e+00 8.989962e+00 4.002141e+00 4.455905e+00 1.065751e+01 4.953227e+00 7.419589e+00 6.037721e+00 2.180982e+00 4.011812e+00 6.042604e+00 5.624515e+00 5.757942e+00 4.193779e+00 8.390536e+00 4.172765e+00 4.188991e+00 8.577626e+00 6.647447e+00 2.177968e+00 5.640049e-01 6.578201e+00 7.017556e+00 4.968238e+00 3.501256e+00 5.962470e+00 8.336022e+00 4.294500e+00 7.808102e+00 2.948283e+00 9.858569e+00 7.753232e+00 1.142051e+01 6.757212e+00 2.442186e+00 8.836761e+00 2.995596e+00 4.933479e+00 3.897396e+00 5.140679e+00 9.131724e+00 4.677080e+00 3.012045e+00 4.873798e+00 8.740358e+00 4.181712e+00 2.901191e+00 5.005263e+00 5.695095e+00 4.873802e+00 5.866172e+00 
