1.166448e+01 1.207193e+01 7.778161e+00 1.132536e+01 8.258782e+00 8.710244e+00 8.551684e+00 1.365442e+01 8.354558e+00 1.041821e+01 1.151864e+01 8.536571e+00 1.126973e+01 1.024624e+01 8.568642e+00 1.055106e+01 8.914601e+00 8.658110e+00 1.344697e+01 9.538223e+00 7.757533e+00 7.894685e+00 9.607716e+00 9.946909e+00 1.133421e+01 1.075011e+01 9.283777e+00 1.187478e+01 6.613644e+00 1.278909e+01 1.118287e+01 1.035727e+01 1.139411e+01 8.962795e+00 7.141907e+00 9.478600e+00 9.967195e+00 1.086755e+01 8.044359e+00 9.778235e+00 1.193069e+01 9.926180e+00 6.611651e+00 1.092027e+01 8.445180e+00 8.470583e+00 1.171976e+01 1.274947e+01 9.337339e+00 9.073448e+00 1.203878e+01 9.326500e+00 1.029881e+01 1.048857e+01 9.694969e+00 1.029258e+01 1.126385e+01 1.143074e+01 5.353452e+00 1.031459e+01 1.075402e+01 1.022595e+01 9.581437e+00 1.293201e+01 1.045338e+01 1.051343e+01 
1.233475e+01 1.180720e+01 7.915391e+00 1.001185e+01 8.409472e+00 8.347778e+00 8.164606e+00 1.291079e+01 8.544769e+00 1.019842e+01 1.195123e+01 7.917291e+00 1.010397e+01 1.068087e+01 9.595599e+00 8.707952e+00 9.238555e+00 9.776444e+00 1.431010e+01 8.556547e+00 7.772116e+00 7.955139e+00 7.907615e+00 1.088295e+01 1.134148e+01 1.265510e+01 8.104030e+00 1.189425e+01 4.856169e+00 1.322884e+01 1.056521e+01 1.143886e+01 1.079030e+01 1.032278e+01 6.816449e+00 8.679066e+00 9.871759e+00 1.204112e+01 8.955681e+00 1.031716e+01 1.261008e+01 9.525913e+00 5.868658e+00 1.244339e+01 9.054004e+00 8.243812e+00 1.175821e+01 1.206414e+01 9.558045e+00 7.661444e+00 1.212315e+01 9.196529e+00 9.482249e+00 9.715979e+00 1.022989e+01 1.018857e+01 1.183394e+01 1.165106e+01 6.142429e+00 1.084316e+01 9.324978e+00 9.046439e+00 1.008455e+01 1.329034e+01 1.079219e+01 1.010881e+01 
1.290369e+01 1.180111e+01 8.485844e+00 8.661265e+00 1.149006e+01 8.584771e+00 8.250466e+00 1.321788e+01 8.352805e+00 9.417007e+00 1.365200e+01 9.767478e+00 8.662998e+00 1.227463e+01 1.002552e+01 7.562048e+00 9.122505e+00 1.027586e+01 1.472059e+01 9.218002e+00 8.511957e+00 8.954124e+00 7.449836e+00 1.126481e+01 1.084719e+01 1.372475e+01 8.266644e+00 1.254846e+01 5.335561e+00 1.613402e+01 1.102039e+01 1.131851e+01 1.286195e+01 1.011484e+01 6.009729e+00 8.978326e+00 1.189223e+01 1.268372e+01 8.015577e+00 1.001670e+01 1.207673e+01 9.478275e+00 7.679176e+00 1.334783e+01 1.055290e+01 7.936449e+00 1.165972e+01 1.347953e+01 1.015798e+01 9.278609e+00 1.249740e+01 7.717559e+00 1.096365e+01 8.487243e+00 1.035282e+01 1.112272e+01 1.079083e+01 1.194585e+01 5.631901e+00 1.203282e+01 8.036743e+00 1.057001e+01 9.930959e+00 1.312384e+01 9.169397e+00 1.029037e+01 
1.143537e+01 1.251166e+01 7.629182e+00 8.312532e+00 1.282833e+01 9.717117e+00 7.895155e+00 1.237501e+01 7.146733e+00 9.525807e+00 1.360453e+01 7.931359e+00 7.448075e+00 1.277783e+01 1.129807e+01 7.832417e+00 1.040699e+01 1.191747e+01 1.604725e+01 8.984944e+00 1.014803e+01 8.594881e+00 7.886085e+00 1.203378e+01 1.263687e+01 1.431736e+01 9.443504e+00 1.339180e+01 5.843516e+00 1.547239e+01 9.707327e+00 1.109495e+01 1.230352e+01 8.883234e+00 5.053353e+00 7.156921e+00 1.389123e+01 1.282994e+01 7.654596e+00 1.066574e+01 1.173670e+01 7.719672e+00 8.332629e+00 1.299762e+01 1.084808e+01 9.159984e+00 1.150673e+01 1.420006e+01 9.738190e+00 9.112303e+00 1.197661e+01 7.552485e+00 9.011431e+00 8.000585e+00 9.801510e+00 1.157531e+01 1.091917e+01 1.310373e+01 6.466608e+00 1.306018e+01 8.264441e+00 1.153020e+01 8.439413e+00 1.070928e+01 7.895253e+00 1.072652e+01 
1.075207e+01 1.329391e+01 8.729223e+00 1.015308e+01 1.247060e+01 9.992776e+00 8.378655e+00 1.336550e+01 9.228144e+00 9.093967e+00 1.463682e+01 8.132650e+00 7.320173e+00 1.284690e+01 1.176923e+01 7.690227e+00 1.067355e+01 1.205031e+01 1.679006e+01 1.032857e+01 1.032293e+01 1.002043e+01 7.629999e+00 1.311427e+01 1.076509e+01 1.514155e+01 1.018799e+01 1.275865e+01 6.318093e+00 1.604156e+01 8.699562e+00 9.371589e+00 1.284326e+01 9.372180e+00 7.021168e+00 6.856509e+00 1.283234e+01 1.243190e+01 7.596312e+00 1.281682e+01 1.139196e+01 7.383368e+00 9.796131e+00 1.368186e+01 1.017795e+01 9.169598e+00 1.270568e+01 1.313396e+01 7.287842e+00 9.663114e+00 1.133153e+01 7.598143e+00 8.523188e+00 6.946406e+00 8.614239e+00 1.128004e+01 1.047565e+01 1.143777e+01 5.679056e+00 1.356284e+01 7.978483e+00 1.224404e+01 9.914470e+00 1.164037e+01 8.296437e+00 1.217681e+01 
9.684255e+00 1.421648e+01 9.188251e+00 9.340778e+00 1.354914e+01 9.992164e+00 7.328398e+00 1.378353e+01 9.940895e+00 8.448604e+00 1.405209e+01 8.367873e+00 5.301765e+00 1.091394e+01 1.201494e+01 9.593385e+00 1.190508e+01 9.677770e+00 1.636118e+01 1.058385e+01 1.078343e+01 9.673899e+00 7.289602e+00 1.257065e+01 1.124996e+01 1.417959e+01 1.052734e+01 1.098029e+01 7.178512e+00 1.521875e+01 8.015476e+00 9.410616e+00 1.194222e+01 8.770750e+00 8.545209e+00 5.195283e+00 1.279094e+01 1.330461e+01 7.466505e+00 1.340620e+01 1.198392e+01 9.047164e+00 9.198287e+00 1.436215e+01 1.097198e+01 7.870838e+00 1.235377e+01 1.395828e+01 7.651700e+00 1.025125e+01 9.905306e+00 7.204028e+00 7.881531e+00 6.681504e+00 8.203170e+00 1.211834e+01 1.062186e+01 1.032408e+01 6.294978e+00 1.357721e+01 6.557139e+00 1.134411e+01 9.054319e+00 1.222413e+01 8.197648e+00 1.394144e+01 
8.476247e+00 1.479409e+01 1.008457e+01 1.000406e+01 1.363572e+01 1.017267e+01 9.040994e+00 1.360442e+01 1.006098e+01 7.604851e+00 1.283581e+01 8.852239e+00 4.935705e+00 1.009105e+01 1.265641e+01 9.088816e+00 1.410867e+01 8.875789e+00 1.615477e+01 1.111520e+01 1.168812e+01 1.002727e+01 6.890315e+00 1.224119e+01 1.048469e+01 1.387619e+01 1.155830e+01 1.302453e+01 7.805757e+00 1.629619e+01 7.015449e+00 1.028994e+01 1.351428e+01 9.298534e+00 8.578558e+00 5.042366e+00 1.223512e+01 1.437836e+01 6.240643e+00 1.272232e+01 1.161979e+01 9.070681e+00 8.911585e+00 1.458156e+01 1.295959e+01 7.239645e+00 1.171960e+01 1.474121e+01 8.277677e+00 1.053419e+01 1.100850e+01 8.335013e+00 7.811999e+00 7.303638e+00 8.529123e+00 1.121656e+01 1.089378e+01 9.111083e+00 6.312851e+00 1.406724e+01 7.427013e+00 1.098258e+01 7.625706e+00 1.272163e+01 7.960348e+00 1.388468e+01 
8.629865e+00 1.462457e+01 1.080315e+01 1.039713e+01 1.587561e+01 8.565349e+00 1.042218e+01 1.329085e+01 8.042810e+00 8.183763e+00 1.426220e+01 8.674754e+00 7.513561e+00 9.879717e+00 1.342011e+01 8.912033e+00 1.409957e+01 9.336700e+00 1.546594e+01 1.248729e+01 1.085945e+01 1.130639e+01 6.943067e+00 1.167202e+01 1.034418e+01 1.421322e+01 1.055154e+01 1.484403e+01 8.447238e+00 1.556700e+01 7.997358e+00 1.039491e+01 1.413957e+01 8.708384e+00 7.522661e+00 4.523816e+00 1.347591e+01 1.483856e+01 6.846208e+00 1.339557e+01 1.081238e+01 9.840709e+00 9.617697e+00 1.395763e+01 1.191534e+01 7.703700e+00 1.179734e+01 1.426744e+01 8.060542e+00 1.030150e+01 9.448253e+00 8.243073e+00 8.024618e+00 7.351142e+00 8.321855e+00 1.150354e+01 1.003949e+01 7.459444e+00 7.561718e+00 1.431911e+01 7.533381e+00 9.913069e+00 7.450029e+00 1.197320e+01 9.325781e+00 1.232437e+01 
7.158287e+00 1.540282e+01 1.216250e+01 1.225302e+01 1.541863e+01 9.348423e+00 1.023267e+01 1.120905e+01 9.424294e+00 9.314140e+00 1.384206e+01 7.740262e+00 6.166290e+00 1.083748e+01 1.356280e+01 9.270818e+00 1.501347e+01 9.803917e+00 1.550599e+01 1.331715e+01 9.414217e+00 1.131392e+01 7.103731e+00 1.209924e+01 9.947830e+00 1.358139e+01 1.110311e+01 1.482980e+01 8.436528e+00 1.393641e+01 8.059060e+00 1.133856e+01 1.620136e+01 7.672690e+00 6.734420e+00 3.927268e+00 1.316193e+01 1.462639e+01 6.820880e+00 1.539435e+01 1.073107e+01 9.492089e+00 8.687174e+00 1.422694e+01 1.224197e+01 9.178896e+00 1.311733e+01 1.466782e+01 8.535011e+00 1.014241e+01 9.905620e+00 7.452579e+00 1.001164e+01 6.925076e+00 1.022775e+01 1.119090e+01 1.153259e+01 7.464011e+00 6.484481e+00 1.380907e+01 9.569950e+00 1.030692e+01 8.402460e+00 1.167001e+01 9.457837e+00 1.173090e+01 
6.842998e+00 1.565397e+01 1.127448e+01 1.210899e+01 1.550134e+01 9.997511e+00 1.069195e+01 1.054266e+01 1.008409e+01 9.906145e+00 1.645030e+01 8.026892e+00 6.789883e+00 1.026831e+01 1.330172e+01 9.314110e+00 1.373412e+01 1.008035e+01 1.363491e+01 1.332186e+01 9.404256e+00 1.252246e+01 7.125115e+00 1.036371e+01 8.066947e+00 1.357964e+01 1.034299e+01 1.424600e+01 8.351935e+00 1.555769e+01 9.416389e+00 1.084144e+01 1.369956e+01 8.487909e+00 6.884096e+00 7.484335e+00 1.211201e+01 1.525431e+01 7.515255e+00 1.459733e+01 9.281953e+00 9.411686e+00 7.413002e+00 1.504351e+01 1.063184e+01 9.647613e+00 1.345983e+01 1.450401e+01 7.718277e+00 1.017655e+01 8.675104e+00 7.746829e+00 1.001997e+01 7.728175e+00 1.048324e+01 1.175921e+01 1.031246e+01 6.792477e+00 5.226954e+00 1.528279e+01 8.661399e+00 8.759318e+00 9.220941e+00 1.059947e+01 8.512447e+00 1.259396e+01 
7.510251e+00 1.608514e+01 9.550975e+00 1.241827e+01 1.480254e+01 1.039186e+01 1.011526e+01 1.063625e+01 1.015444e+01 9.913889e+00 1.518807e+01 8.353275e+00 5.624855e+00 9.698161e+00 1.286388e+01 8.922547e+00 1.467831e+01 9.850994e+00 1.514860e+01 1.435887e+01 9.589055e+00 1.143947e+01 6.247991e+00 1.055917e+01 8.505376e+00 1.452030e+01 1.110992e+01 1.322852e+01 7.935586e+00 1.488735e+01 1.010241e+01 1.055422e+01 1.530768e+01 8.380096e+00 6.407531e+00 7.413351e+00 1.116974e+01 1.449043e+01 8.971276e+00 1.571118e+01 1.070898e+01 9.355893e+00 7.035610e+00 1.662452e+01 1.172771e+01 1.012589e+01 1.409403e+01 1.465878e+01 9.510167e+00 9.989061e+00 8.694209e+00 7.313135e+00 1.006732e+01 7.259425e+00 1.115167e+01 1.303106e+01 1.116577e+01 5.307551e+00 6.160200e+00 1.350868e+01 8.606091e+00 9.192666e+00 9.145403e+00 1.173416e+01 9.060715e+00 1.165341e+01 
