8.169093e+00 7.894449e+00 7.048161e+00 6.987529e+00 1.388696e+01 1.357128e+01 6.990977e+00 9.208997e+00 1.196245e+01 5.510602e+00 
7.100687e+00 1.109432e+01 8.063570e+00 8.651513e+00 1.325299e+01 1.419508e+01 7.865523e+00 1.185852e+01 1.245676e+01 5.682747e+00 
7.580523e+00 1.076425e+01 7.120767e+00 7.696681e+00 1.076427e+01 1.563662e+01 7.765947e+00 1.226705e+01 1.324745e+01 5.903046e+00 
6.410837e+00 1.104042e+01 7.137677e+00 7.649258e+00 1.241165e+01 1.636371e+01 7.474523e+00 1.169198e+01 1.254146e+01 5.850273e+00 
8.006175e+00 1.190236e+01 6.778869e+00 6.444584e+00 1.198476e+01 1.711134e+01 1.156736e+01 1.408504e+01 1.345702e+01 5.601595e+00 
6.248264e+00 1.326087e+01 7.835899e+00 7.368034e+00 1.089543e+01 1.801951e+01 1.022925e+01 1.543864e+01 1.252130e+01 5.692680e+00 
7.989947e+00 1.481999e+01 9.716228e+00 8.193058e+00 1.163201e+01 1.730394e+01 9.971901e+00 1.460275e+01 1.212194e+01 5.710856e+00 
9.181461e+00 1.408053e+01 1.056294e+01 7.596216e+00 1.082886e+01 1.742060e+01 1.086337e+01 1.257592e+01 1.046551e+01 5.793428e+00 
9.693417e+00 1.458811e+01 1.072960e+01 8.216297e+00 1.007958e+01 1.721167e+01 1.184869e+01 1.319998e+01 1.151344e+01 5.822321e+00 
1.053890e+01 1.471807e+01 1.009175e+01 7.811290e+00 1.073710e+01 1.680787e+01 1.212049e+01 1.386540e+01 1.124665e+01 5.821307e+00 
1.269957e+01 1.500159e+01 8.933138e+00 7.360708e+00 1.175903e+01 1.526055e+01 1.198093e+01 1.345028e+01 1.068727e+01 5.858509e+00 
1.270629e+01 1.419804e+01 9.812865e+00 6.863733e+00 1.196168e+01 1.600968e+01 1.148692e+01 1.299818e+01 1.062190e+01 5.840537e+00 
1.265923e+01 1.367041e+01 8.179559e+00 8.115360e+00 1.245613e+01 1.643627e+01 1.202678e+01 1.187404e+01 8.456708e+00 5.574682e+00 
1.263828e+01 1.393720e+01 7.898926e+00 7.887885e+00 1.218671e+01 1.617334e+01 1.125860e+01 1.249149e+01 9.208433e+00 5.719113e+00 
1.309599e+01 1.421614e+01 8.908480e+00 9.056853e+00 1.133248e+01 1.688289e+01 1.074515e+01 1.231169e+01 9.286280e+00 5.776671e+00 
1.309599e+01 1.421614e+01 8.908480e+00 9.056853e+00 1.133248e+01 1.688289e+01 1.074515e+01 1.231169e+01 9.286280e+00 5.776671e+00 
1.409998e+01 1.431900e+01 8.540827e+00 8.521946e+00 1.127272e+01 1.700216e+01 1.096869e+01 1.224440e+01 9.485416e+00 5.760748e+00 
1.399512e+01 1.392086e+01 8.812309e+00 8.860226e+00 1.161874e+01 1.738361e+01 1.112427e+01 1.225416e+01 9.059454e+00 5.645904e+00 
1.337300e+01 1.379207e+01 8.808766e+00 8.583819e+00 1.111377e+01 1.796819e+01 9.421244e+00 1.153056e+01 8.431753e+00 5.711933e+00 
1.289295e+01 1.395728e+01 8.442968e+00 8.792321e+00 1.065177e+01 1.808516e+01 9.619873e+00 1.097926e+01 9.081269e+00 5.696595e+00 
1.365373e+01 1.340830e+01 8.155152e+00 8.730365e+00 9.622906e+00 1.814553e+01 8.958520e+00 1.077687e+01 9.015405e+00 5.791078e+00 
1.384311e+01 1.308308e+01 8.518988e+00 9.129147e+00 9.729048e+00 1.854451e+01 8.711723e+00 1.113011e+01 9.117681e+00 5.712498e+00 
