node1,node2,sim_out,sim_in,sim_both,avg_del,avg_del_normed
9,48,0.149661,0.859507,76.643064,23.835475,0.085635
10,11,0.132398,0.587161,50.422658,30.709471,0.110331
10,12,0.135861,0.576209,52.024807,28.802969,0.103482
10,13,0.100236,0.434108,28.505173,17.903239,0.064322
10,14,0.115874,0.366114,35.639694,19.139485,0.068763
10,15,0.131016,0.637190,40.398263,29.105184,0.104568
10,16,0.143123,0.662313,45.705229,30.409800,0.109255
10,17,0.143089,0.653435,43.907255,29.588592,0.106304
10,18,0.143049,0.655393,56.451425,28.431399,0.102147
10,19,0.147276,0.633268,49.773842,32.342252,0.116198
10,20,0.155763,0.646834,49.117535,32.536425,0.116895
10,21,0.148225,0.649343,61.035762,27.861981,0.100101
10,22,0.167133,0.691115,60.740461,42.778713,0.153693
10,23,0.140279,0.560034,37.218339,25.271962,0.090796
10,24,0.186586,0.559660,46.318073,43.452500,0.156114
10,25,0.150340,0.635925,27.850351,35.798338,0.128614
10,26,0.109742,0.439343,38.307559,38.601809,0.138687
10,27,0.145146,0.823024,170.842114,53.098978,0.190771
10,28,0.435000,0.545533,67.120367,46.933456,0.168620
10,29,0.937653,0.478745,51.093608,37.364758,0.134242
10,30,0.808495,0.613672,89.097612,63.032364,0.226459
10,31,0.156168,0.725416,47.760409,34.254528,0.123068
10,32,0.150151,0.684275,49.443928,31.510169,0.113208
10,33,0.164421,0.698423,52.747791,38.053617,0.136717
10,34,0.158325,0.700006,51.180284,39.097798,0.140469
10,35,0.132881,0.715464,38.767623,41.443872,0.148897
10,36,0.144518,0.654651,48.049754,27.414672,0.098494
10,37,0.156252,0.704331,60.300419,34.885143,0.125334
10,38,0.166995,0.716141,60.587807,40.504693,0.145523
10,39,0.152044,0.944418,57.200739,51.686668,0.185697
10,40,0.168123,0.726321,42.934933,35.078690,0.126029
10,41,0.166822,0.806436,40.436083,44.222741,0.158881
10,42,0.178714,0.713873,56.971864,37.647937,0.135260
10,43,0.205081,0.730633,99.248018,81.395233,0.292433
10,44,0.145556,0.712766,165.282878,43.504349,0.156300
10,45,0.141822,0.617945,112.306738,39.725067,0.142722
10,46,0.143443,0.803384,128.967957,91.552060,0.328924
10,47,0.218016,0.770227,115.467607,108.940585,0.391396
10,48,0.145500,0.904417,78.867451,50.129351,0.180102
11,12,0.010822,0.088172,7.238402,10.137414,0.036421
11,13,0.193444,0.664037,52.134209,25.587158,0.091928
11,14,0.187823,0.610884,61.158917,36.793963,0.132191
11,15,0.206443,0.728058,58.052373,28.622322,0.102833
11,16,0.210146,0.712538,60.929814,29.900426,0.107425
11,17,0.219733,0.708583,59.725699,29.632900,0.106464
11,18,0.178195,0.708723,69.636432,29.411961,0.105670
11,19,0.244279,0.674325,65.029365,41.985460,0.150843
11,20,0.306316,0.679970,64.352188,40.647345,0.146036
11,21,0.180591,0.691542,73.430243,32.062963,0.115194
11,22,0.317270,0.699800,73.371983,50.983534,0.183171
11,23,0.410939,0.661913,58.011695,35.992347,0.129311
11,24,0.644791,0.670126,68.051551,58.833740,0.211375
11,25,0.631394,0.761679,50.385156,32.100803,0.115330
11,26,0.238500,0.630605,65.368722,56.583003,0.203288
11,27,0.147752,0.866818,174.992103,37.428749,0.134472
11,28,0.857687,0.736672,100.152619,66.985923,0.240664
11,29,1.013898,0.711439,85.889347,55.678339,0.200038
11,30,0.998817,0.766586,120.337714,83.915008,0.301485
11,31,0.219394,0.745695,61.340044,31.043738,0.111532
11,32,0.199124,0.667556,59.935281,28.375629,0.101946
11,33,0.261310,0.689063,64.714248,36.047417,0.129509
11,34,0.225442,0.700816,63.614301,34.952835,0.125577
11,35,0.148533,0.689200,42.834616,30.955250,0.111214
11,36,0.216141,0.675958,61.829767,31.712033,0.113933
11,37,0.212653,0.702463,71.671030,40.858973,0.146796
11,38,0.273441,0.707809,71.901830,47.435435,0.170424
11,39,0.183828,0.953302,69.029990,43.801628,0.157368
11,40,0.280225,0.745293,57.766706,31.772050,0.114149
11,41,0.273292,0.831736,56.008645,37.620960,0.135163
11,42,0.330047,0.706980,68.870545,42.314067,0.152024
11,43,0.562714,0.768987,114.126889,93.791322,0.336969
11,44,0.149373,0.766531,170.800448,38.220451,0.137316
11,45,0.152063,0.689517,123.343267,51.394720,0.184648
11,46,0.194352,0.796348,137.138555,98.265417,0.353043
11,47,0.610413,0.784053,126.853433,120.912314,0.434408
11,48,0.161762,0.927991,88.875643,42.657527,0.153258
12,13,0.201318,0.662968,53.836772,27.718602,0.099586
12,14,0.192081,0.597028,61.777242,32.750300,0.117664
12,15,0.211736,0.727396,59.531063,32.975546,0.118473
12,16,0.215577,0.710926,62.385588,33.603767,0.120730
12,17,0.225930,0.706227,61.188471,33.060192,0.118777
12,18,0.180922,0.706797,70.820558,32.313734,0.116095
12,19,0.252318,0.665871,66.133865,38.557523,0.138527
12,20,0.318807,0.672480,65.580398,38.239502,0.137385
12,21,0.183659,0.688113,74.636133,32.666565,0.117363
12,22,0.330740,0.692752,74.560109,47.761743,0.171596
12,23,0.429869,0.652390,59.196621,33.621639,0.120794
12,24,0.674210,0.656473,68.740054,53.129312,0.190880
12,25,0.660218,0.761534,52.316100,38.233500,0.137363
