1,1
2,1
4,1
21,1
1,2
2,2
3,2
33,2
2,3
3,3
4,3
1,4
3,4
4,4
5,4
4,5
5,5
6,5
31,5
5,6
6,6
7,6
6,7
7,7
8,7
10,7
12,7
15,7
7,8
8,8
9,8
18,8
8,9
9,9
30,9
7,10
10,10
11,10
22,10
10,11
11,11
23,11
7,12
12,12
13,12
12,13
13,13
14,13
24,13
13,14
14,14
15,14
25,14
7,15
14,15
15,15
16,16
17,16
27,16
29,16
16,17
17,17
18,17
19,17
20,17
8,18
17,18
18,18
17,19
19,19
20,19
17,20
19,20
20,20
26,20
1,21
21,21
10,22
22,22
11,23
23,23
13,24
24,24
14,25
25,25
20,26
26,26
16,27
27,27
28,28
29,28
16,29
28,29
29,29
30,29
37,29
9,30
29,30
30,30
31,30
5,31
30,31
31,31
32,31
31,32
32,32
33,32
35,32
2,33
32,33
33,33
34,33
36,33
33,34
34,34
35,34
32,35
34,35
35,35
73,35
33,36
36,36
29,37
37,37
38,37
39,37
40,37
43,37
37,38
38,38
69,38
37,39
39,39
73,39
37,40
40,40
41,40
44,40
40,41
41,41
42,41
45,41
41,42
42,42
37,43
43,43
44,43
50,43
40,44
43,44
44,44
45,44
48,44
41,45
44,45
45,45
46,45
51,45
71,45
45,46
46,46
47,46
49,46
46,47
47,47
48,47
44,48
47,48
48,48
49,48
100,48
46,49
48,49
49,49
43,50
50,50
51,50
52,50
45,51
50,51
51,51
53,51
72,51
50,52
52,52
53,52
54,52
51,53
52,53
53,53
55,53
65,53
52,54
54,54
55,54
56,54
62,54
102,54
103,54
53,55
54,55
55,55
57,55
59,55
54,56
56,56
57,56
58,56
55,57
56,57
57,57
59,57
56,58
58,58
59,58
60,58
62,58
55,59
57,59
58,59
59,59
61,59
58,60
60,60
61,60
140,60
59,61
60,61
61,61
54,62
58,62
62,62
63,62
62,63
63,63
64,63
67,63
63,64
64,64
65,64
68,64
53,65
64,65
65,65
66,66
67,66
69,66
134,66
63,67
66,67
67,67
68,67
70,67
138,67
64,68
67,68
68,68
71,68
38,69
66,69
69,69
71,69
67,70
70,70
71,70
45,71
68,71
69,71
70,71
71,71
72,71
51,72
71,72
72,72
35,73
39,73
73,73
74,73
73,74
74,74
77,74
78,74
75,75
76,75
124,75
75,76
76,76
77,76
74,77
76,77
77,77
74,78
78,78
79,78
80,78
81,78
82,78
78,79
79,79
78,80
80,80
78,81
81,81
125,81
78,82
82,82
83,83
84,83
112,83
113,83
83,84
84,84
116,84
85,85
86,85
87,85
88,85
105,85
112,85
85,86
86,86
85,87
87,87
115,87
85,88
88,88
89,88
105,88
88,89
89,89
90,89
105,89
113,89
89,90
90,90
114,90
91,91
92,91
93,91
95,91
98,91
110,91
91,92
92,92
97,92
91,93
93,93
94,93
95,93
93,94
94,94
111,94
91,95
93,95
95,95
96,95
95,96
96,96
97,96
92,97
96,97
97,97
91,98
98,98
99,98
98,99
99,99
100,99
48,100
99,100
100,100
101,101
102,101
103,101
104,101
105,101
107,101
108,101
109,101
110,101
54,102
101,102
102,102
54,103
101,103
103,103
101,104
104,104
106,104
110,104
85,105
88,105
89,105
101,105
105,105
106,105
107,105
111,105
112,105
113,105
104,106
105,106
106,106
101,107
105,107
107,107
110,107
101,108
108,108
110,108
111,108
101,109
109,109
110,109
111,109
91,110
101,110
104,110
107,110
108,110
109,110
110,110
94,111
105,111
108,111
109,111
111,111
83,112
85,112
105,112
112,112
113,112
83,113
89,113
105,113
112,113
113,113
90,114
114,114
117,114
119,114
121,114
87,115
115,115
116,115
117,115
118,115
119,115
121,115
135,115
139,115
84,116
115,116
116,116
117,116
118,116
120,116
121,116
122,116
114,117
115,117
116,117
117,117
118,117
119,117
120,117
121,117
122,117
115,118
116,118
117,118
118,118
120,118
121,118
122,118
123,118
114,119
115,119
117,119
119,119
120,119
121,119
116,120
117,120
118,120
119,120
120,120
114,121
115,121
116,121
117,121
118,121
119,121
121,121
122,121
116,122
117,122
118,122
121,122
122,122
135,122
139,122
118,123
123,123
75,124
124,124
125,124
126,124
127,124
128,124
81,125
124,125
125,125
126,125
128,125
124,126
125,126
126,126
127,126
128,126
138,126
124,127
126,127
127,127
128,127
132,127
124,128
125,128
126,128
127,128
128,128
129,128
130,128
128,129
129,129
130,129
128,130
129,130
130,130
131,130
132,130
130,131
131,131
133,131
135,131
139,131
127,132
130,132
132,132
133,132
134,132
135,132
138,132
131,133
132,133
133,133
135,133
66,134
132,134
134,134
135,134
136,134
115,135
122,135
131,135
132,135
133,135
134,135
135,135
139,135
134,136
136,136
137,136
139,136
136,137
137,137
138,137
67,138
126,138
132,138
137,138
138,138
115,139
122,139
131,139
135,139
136,139
139,139
60,140
140,140
