1,1
6,1
2,2
3,2
7,2
2,3
3,3
8,3
9,3
13,3
35,3
4,4
6,4
5,5
9,5
1,6
4,6
6,6
12,6
14,6
2,7
7,7
9,7
3,8
8,8
9,8
3,9
5,9
7,9
8,9
9,9
15,9
25,9
52,9
10,10
12,10
14,10
11,11
14,11
6,12
10,12
12,12
14,12
20,12
3,13
13,13
19,13
41,13
6,14
10,14
11,14
12,14
14,14
16,14
17,14
9,15
15,15
14,16
16,16
18,16
14,17
17,17
21,17
23,17
16,18
18,18
24,18
33,18
13,19
19,19
40,19
67,19
80,19
113,19
132,19
156,19
169,19
180,19
181,19
184,19
217,19
218,19
221,19
222,19
223,19
224,19
225,19
226,19
227,19
12,20
20,20
23,20
26,20
49,20
17,21
21,21
30,21
22,22
28,22
17,23
20,23
23,23
18,24
24,24
31,24
9,25
25,25
52,25
20,26
26,26
28,26
37,26
27,27
29,27
22,28
26,28
28,28
29,28
32,28
40,28
42,28
27,29
28,29
29,29
21,30
30,30
55,30
24,31
31,31
32,31
36,31
28,32
31,32
32,32
18,33
33,33
36,33
43,33
34,34
39,34
41,34
3,35
35,35
41,35
31,36
33,36
36,36
26,37
37,37
38,38
41,38
52,38
34,39
39,39
45,39
47,39
19,40
28,40
40,40
44,40
67,40
80,40
113,40
132,40
156,40
169,40
180,40
181,40
184,40
217,40
218,40
221,40
222,40
223,40
224,40
225,40
226,40
227,40
13,41
34,41
35,41
38,41
41,41
46,41
47,41
28,42
42,42
33,43
43,43
49,43
40,44
44,44
48,44
39,45
45,45
41,46
46,46
62,46
39,47
41,47
47,47
57,47
44,48
48,48
56,48
65,48
20,49
43,49
49,49
53,49
54,49
59,49
60,49
63,49
50,50
63,50
51,51
55,51
58,51
9,52
25,52
38,52
52,52
57,52
58,52
79,52
49,53
53,53
55,53
69,53
49,54
54,54
71,54
30,55
51,55
53,55
55,55
64,55
48,56
56,56
67,56
76,56
47,57
52,57
57,57
62,57
70,57
82,57
51,58
52,58
58,58
49,59
59,59
61,59
66,59
49,60
60,60
74,60
59,61
61,61
63,61
46,62
57,62
62,62
68,62
82,62
49,63
50,63
61,63
63,63
65,63
55,64
64,64
74,64
48,65
63,65
65,65
73,65
100,65
59,66
66,66
71,66
72,66
78,66
19,67
40,67
56,67
67,67
80,67
95,67
113,67
132,67
156,67
169,67
180,67
181,67
184,67
217,67
218,67
221,67
222,67
223,67
224,67
225,67
226,67
227,67
62,68
68,68
77,68
53,69
69,69
75,69
57,70
70,70
85,70
54,71
66,71
71,71
78,71
81,71
66,72
72,72
65,73
73,73
78,73
60,74
64,74
74,74
90,74
69,75
75,75
96,75
56,76
76,76
88,76
91,76
68,77
77,77
82,77
83,77
66,78
71,78
73,78
78,78
84,78
88,78
52,79
79,79
85,79
19,80
40,80
67,80
80,80
83,80
113,80
132,80
156,80
169,80
180,80
181,80
184,80
217,80
218,80
221,80
222,80
223,80
224,80
225,80
226,80
227,80
71,81
81,81
107,81
57,82
62,82
77,82
82,82
92,82
94,82
113,82
77,83
80,83
83,83
98,83
78,84
84,84
70,85
79,85
85,85
87,85
99,85
114,85
86,86
88,86
85,87
87,87
114,87
76,88
78,88
86,88
88,88
91,88
104,88
89,89
103,89
74,90
90,90
112,90
76,91
88,91
91,91
97,91
101,91
116,91
82,92
92,92
114,92
93,93
100,93
82,94
94,94
67,95
95,95
104,95
105,95
75,96
96,96
106,96
91,97
97,97
83,98
98,98
113,98
85,99
99,99
103,99
65,100
93,100
100,100
102,100
109,100
110,100
126,100
91,101
101,101
108,101
100,102
102,102
110,102
89,103
99,103
103,103
113,103
115,103
88,104
95,104
104,104
108,104
95,105
105,105
96,106
106,106
81,107
107,107
