beta1	beta2	beta3	lmax
1.712073e+01	1.492777e+01	2.401481e+01	-9.410333
1.712079e+01	1.492775e+01	2.401474e+01	-9.410332
1.712084e+01	1.492774e+01	2.401468e+01	-9.410333
1.712090e+01	1.492773e+01	2.401463e+01	-9.410332
1.712096e+01	1.492773e+01	2.401458e+01	-9.410332
1.712101e+01	1.492770e+01	2.401452e+01	-9.410334
1.712107e+01	1.492770e+01	2.401448e+01	-9.410334
1.712113e+01	1.492768e+01	2.401443e+01	-9.410334
1.712119e+01	1.492767e+01	2.401436e+01	-9.410334
1.712124e+01	1.492765e+01	2.401431e+01	-9.410330
1.712130e+01	1.492764e+01	2.401425e+01	-9.410332
1.712136e+01	1.492763e+01	2.401422e+01	-9.410335
1.712141e+01	1.492761e+01	2.401415e+01	-9.410332
1.712147e+01	1.492759e+01	2.401410e+01	-9.410334
1.712153e+01	1.492759e+01	2.401404e+01	-9.410332
1.712159e+01	1.492757e+01	2.401399e+01	-9.410334
1.712164e+01	1.492757e+01	2.401395e+01	-9.410336
1.712170e+01	1.492755e+01	2.401390e+01	-9.410333
1.712176e+01	1.492754e+01	2.401383e+01	-9.410332
1.712181e+01	1.492753e+01	2.401378e+01	-9.410333
1.712187e+01	1.492752e+01	2.401372e+01	-9.410335
1.712193e+01	1.492749e+01	2.401367e+01	-9.410330
1.712198e+01	1.492749e+01	2.401361e+01	-9.410330
1.712204e+01	1.492748e+01	2.401356e+01	-9.410332
1.712210e+01	1.492746e+01	2.401349e+01	-9.410332
1.712216e+01	1.492744e+01	2.401343e+01	-9.410330
1.712221e+01	1.492745e+01	2.401341e+01	-9.410334
1.712227e+01	1.492743e+01	2.401333e+01	-9.410330
1.712233e+01	1.492742e+01	2.401328e+01	-9.410332
1.712238e+01	1.492740e+01	2.401324e+01	-9.410330
1.712244e+01	1.492739e+01	2.401317e+01	-9.410332
1.712250e+01	1.492738e+01	2.401312e+01	-9.410329
1.712256e+01	1.492736e+01	2.401308e+01	-9.410330
1.712261e+01	1.492735e+01	2.401302e+01	-9.410334
1.712267e+01	1.492734e+01	2.401297e+01	-9.410330
1.712273e+01	1.492733e+01	2.401290e+01	-9.410332
1.712278e+01	1.492732e+01	2.401286e+01	-9.410334
1.712284e+01	1.492731e+01	2.401281e+01	-9.410331
1.712290e+01	1.492730e+01	2.401277e+01	-9.410328
1.712295e+01	1.492728e+01	2.401267e+01	-9.410327
1.712301e+01	1.492727e+01	2.401263e+01	-9.410330
1.712307e+01	1.492726e+01	2.401258e+01	-9.410327
1.712313e+01	1.492725e+01	2.401252e+01	-9.410330
1.712318e+01	1.492722e+01	2.401248e+01	-9.410329
1.712324e+01	1.492721e+01	2.401242e+01	-9.410329
1.712330e+01	1.492720e+01	2.401237e+01	-9.410330
1.712335e+01	1.492719e+01	2.401232e+01	-9.410328
1.712341e+01	1.492719e+01	2.401225e+01	-9.410329
1.712347e+01	1.492717e+01	2.401220e+01	-9.410327
1.712353e+01	1.492715e+01	2.401215e+01	-9.410326
1.712358e+01	1.492715e+01	2.401210e+01	-9.410327
1.712364e+01	1.492714e+01	2.401204e+01	-9.410330
1.712370e+01	1.492713e+01	2.401200e+01	-9.410330
1.712375e+01	1.492710e+01	2.401194e+01	-9.410332
1.712381e+01	1.492711e+01	2.401189e+01	-9.410329
1.712387e+01	1.492709e+01	2.401184e+01	-9.410329
1.712392e+01	1.492709e+01	2.401178e+01	-9.410330
1.712398e+01	1.492706e+01	2.401172e+01	-9.410328
1.712404e+01	1.492705e+01	2.401166e+01	-9.410330
1.712410e+01	1.492703e+01	2.401161e+01	-9.410330
1.712415e+01	1.492702e+01	2.401157e+01	-9.410327
1.712421e+01	1.492702e+01	2.401151e+01	-9.410329
1.712427e+01	1.492700e+01	2.401146e+01	-9.410328
1.712432e+01	1.492699e+01	2.401140e+01	-9.410326
1.712438e+01	1.492697e+01	2.401135e+01	-9.410326
1.712444e+01	1.492696e+01	2.401129e+01	-9.410326
1.712450e+01	1.492695e+01	2.401124e+01	-9.410326
1.712455e+01	1.492694e+01	2.401119e+01	-9.410326
1.712461e+01	1.492691e+01	2.401110e+01	-9.410324
1.712467e+01	1.492691e+01	2.401107e+01	-9.410324
1.712472e+01	1.492691e+01	2.401101e+01	-9.410322
1.712478e+01	1.492688e+01	2.401095e+01	-9.410324
1.712484e+01	1.492687e+01	2.401090e+01	-9.410323
1.712489e+01	1.492687e+01	2.401088e+01	-9.410326
1.712495e+01	1.492687e+01	2.401082e+01	-9.410323
1.712501e+01	1.492685e+01	2.401075e+01	-9.410328
1.712507e+01	1.492683e+01	2.401070e+01	-9.410324
1.712512e+01	1.492682e+01	2.401063e+01	-9.410326
1.712518e+01	1.492682e+01	2.401058e+01	-9.410326
1.712524e+01	1.492679e+01	2.401053e+01	-9.410326
1.712529e+01	1.492678e+01	2.401047e+01	-9.410324
1.712535e+01	1.492678e+01	2.401043e+01	-9.410324
1.712541e+01	1.492676e+01	2.401037e+01	-9.410323
1.712547e+01	1.492673e+01	2.401031e+01	-9.410322
1.712552e+01	1.492674e+01	2.401027e+01	-9.410326
1.712558e+01	1.492671e+01	2.401020e+01	-9.410325
1.712564e+01	1.492670e+01	2.401015e+01	-9.410324
1.712569e+01	1.492670e+01	2.401009e+01	-9.410326
1.712575e+01	1.492668e+01	2.401005e+01	-9.410320
1.712581e+01	1.492668e+01	2.401000e+01	-9.410324
1.712586e+01	1.492665e+01	2.400994e+01	-9.410324
1.712592e+01	1.492664e+01	2.400989e+01	-9.410324
1.712598e+01	1.492663e+01	2.400985e+01	-9.410320
1.712604e+01	1.492662e+01	2.400979e+01	-9.410323
1.712609e+01	1.492662e+01	2.400974e+01	-9.410324
1.712615e+01	1.492660e+01	2.400968e+01	-9.410322
1.712621e+01	1.492658e+01	2.400962e+01	-9.410322
1.712626e+01	1.492658e+01	2.400956e+01	-9.410321
1.712632e+01	1.492654e+01	2.400952e+01	-9.410322
1.712638e+01	1.492654e+01	2.400945e+01	-9.410321
1.712644e+01	1.492653e+01	2.400940e+01	-9.410322
1.712649e+01	1.492653e+01	2.400935e+01	-9.410322
1.712655e+01	1.492651e+01	2.400930e+01	-9.410320
1.712661e+01	1.492650e+01	2.400924e+01	-9.410322
1.712666e+01	1.492649e+01	2.400919e+01	-9.410320
1.712672e+01	1.492647e+01	2.400912e+01	-9.410322
1.712678e+01	1.492646e+01	2.400906e+01	-9.410319
1.712683e+01	1.492644e+01	2.400902e+01	-9.410321
1.712689e+01	1.492643e+01	2.400898e+01	-9.410319
1.712695e+01	1.492641e+01	2.400893e+01	-9.410319
1.712701e+01	1.492641e+01	2.400886e+01	-9.410322
1.712706e+01	1.492641e+01	2.400884e+01	-9.410323
1.712712e+01	1.492638e+01	2.400876e+01	-9.410322
1.712718e+01	1.492637e+01	2.400870e+01	-9.410320
1.712723e+01	1.492636e+01	2.400865e+01	-9.410320
1.712729e+01	1.492635e+01	2.400861e+01	-9.410322
1.712735e+01	1.492635e+01	2.400855e+01	-9.410320
1.712741e+01	1.492632e+01	2.400850e+01	-9.410320
1.712746e+01	1.492631e+01	2.400844e+01	-9.410320
1.712752e+01	1.492631e+01	2.400839e+01	-9.410320
1.712758e+01	1.492629e+01	2.400834e+01	-9.410323
1.712763e+01	1.492627e+01	2.400828e+01	-9.410319
1.712769e+01	1.492627e+01	2.400824e+01	-9.410321
1.712775e+01	1.492625e+01	2.400818e+01	-9.410320
1.712780e+01	1.492624e+01	2.400810e+01	-9.410317
1.712786e+01	1.492623e+01	2.400807e+01	-9.410318
1.712792e+01	1.492621e+01	2.400801e+01	-9.410317
1.712798e+01	1.492621e+01	2.400793e+01	-9.410316
1.712803e+01	1.492619e+01	2.400790e+01	-9.410315
1.712809e+01	1.492617e+01	2.400784e+01	-9.410318
1.712815e+01	1.492617e+01	2.400780e+01	-9.410318
1.712820e+01	1.492615e+01	2.400774e+01	-9.410318
1.712826e+01	1.492614e+01	2.400768e+01	-9.410319
1.712832e+01	1.492612e+01	2.400763e+01	-9.410318
1.712838e+01	1.492610e+01	2.400758e+01	-9.410317
1.712843e+01	1.492610e+01	2.400752e+01	-9.410320
1.712849e+01	1.492609e+01	2.400748e+01	-9.410317
1.712855e+01	1.492608e+01	2.400741e+01	-9.410319
1.712860e+01	1.492606e+01	2.400736e+01	-9.410318
1.712866e+01	1.492606e+01	2.400731e+01	-9.410317
1.712872e+01	1.492604e+01	2.400725e+01	-9.410320
1.712877e+01	1.492603e+01	2.400718e+01	-9.410318
1.712883e+01	1.492602e+01	2.400715e+01	-9.410316
1.712889e+01	1.492602e+01	2.400709e+01	-9.410315
1.712895e+01	1.492599e+01	2.400702e+01	-9.410316
1.712900e+01	1.492598e+01	2.400698e+01	-9.410316
1.712906e+01	1.492597e+01	2.400693e+01	-9.410320
1.712912e+01	1.492595e+01	2.400686e+01	-9.410315
1.712917e+01	1.492594e+01	2.400684e+01	-9.410319
1.712923e+01	1.492592e+01	2.400678e+01	-9.410316
1.712929e+01	1.492591e+01	2.400671e+01	-9.410317
1.712935e+01	1.492590e+01	2.400664e+01	-9.410315
1.712940e+01	1.492589e+01	2.400661e+01	-9.410316
1.712946e+01	1.492588e+01	2.400656e+01	-9.410315
1.712952e+01	1.492587e+01	2.400650e+01	-9.410315
1.712957e+01	1.492586e+01	2.400644e+01	-9.410316
1.712963e+01	1.492583e+01	2.400639e+01	-9.410316
1.712969e+01	1.492582e+01	2.400634e+01	-9.410317
1.712974e+01	1.492582e+01	2.400628e+01	-9.410316
1.712980e+01	1.492582e+01	2.400623e+01	-9.410316
1.712986e+01	1.492580e+01	2.400619e+01	-9.410316
1.712992e+01	1.492578e+01	2.400611e+01	-9.410312
1.712997e+01	1.492576e+01	2.400607e+01	-9.410317
1.713003e+01	1.492576e+01	2.400601e+01	-9.410315
1.713009e+01	1.492574e+01	2.400596e+01	-9.410313
1.713014e+01	1.492575e+01	2.400592e+01	-9.410313
1.713020e+01	1.492571e+01	2.400584e+01	-9.410313
1.713026e+01	1.492571e+01	2.400580e+01	-9.410315
1.713032e+01	1.492569e+01	2.400574e+01	-9.410311
1.713037e+01	1.492569e+01	2.400567e+01	-9.410313
1.713043e+01	1.492567e+01	2.400564e+01	-9.410312
1.713049e+01	1.492567e+01	2.400558e+01	-9.410312
1.713054e+01	1.492565e+01	2.400552e+01	-9.410313
1.713060e+01	1.492564e+01	2.400547e+01	-9.410314
1.713066e+01	1.492561e+01	2.400541e+01	-9.410314
1.713071e+01	1.492562e+01	2.400538e+01	-9.410314
1.713077e+01	1.492560e+01	2.400532e+01	-9.410311
1.713083e+01	1.492559e+01	2.400526e+01	-9.410313
1.713089e+01	1.492558e+01	2.400521e+01	-9.410314
1.713094e+01	1.492556e+01	2.400516e+01	-9.410313
1.713100e+01	1.492555e+01	2.400509e+01	-9.410311
1.713106e+01	1.492553e+01	2.400506e+01	-9.410309
1.713111e+01	1.492553e+01	2.400500e+01	-9.410310
1.713117e+01	1.492549e+01	2.400495e+01	-9.410309
1.713123e+01	1.492550e+01	2.400488e+01	-9.410311
1.713129e+01	1.492549e+01	2.400483e+01	-9.410311
1.713134e+01	1.492550e+01	2.400478e+01	-9.410313
1.713140e+01	1.492546e+01	2.400473e+01	-9.410309
1.713146e+01	1.492545e+01	2.400467e+01	-9.410311
1.713151e+01	1.492544e+01	2.400461e+01	-9.410310
1.713157e+01	1.492543e+01	2.400457e+01	-9.410310
1.713163e+01	1.492541e+01	2.400452e+01	-9.410311
1.713168e+01	1.492541e+01	2.400445e+01	-9.410312
1.713174e+01	1.492538e+01	2.400438e+01	-9.410307
1.713180e+01	1.492538e+01	2.400436e+01	-9.410311
1.713186e+01	1.492536e+01	2.400430e+01	-9.410312
1.713191e+01	1.492535e+01	2.400424e+01	-9.410309
1.713197e+01	1.492536e+01	2.400421e+01	-9.410311
1.713203e+01	1.492533e+01	2.400413e+01	-9.410311
1.713208e+01	1.492530e+01	2.400408e+01	-9.410306
1.713214e+01	1.492530e+01	2.400403e+01	-9.410311
1.713220e+01	1.492529e+01	2.400397e+01	-9.410307
1.713226e+01	1.492528e+01	2.400391e+01	-9.410313
1.713231e+01	1.492527e+01	2.400386e+01	-9.410309
1.713237e+01	1.492526e+01	2.400381e+01	-9.410306
1.713243e+01	1.492525e+01	2.400376e+01	-9.410310
1.713248e+01	1.492523e+01	2.400370e+01	-9.410307
1.713254e+01	1.492522e+01	2.400365e+01	-9.410309
1.713260e+01	1.492520e+01	2.400360e+01	-9.410307
1.713265e+01	1.492520e+01	2.400354e+01	-9.410309
1.713271e+01	1.492518e+01	2.400347e+01	-9.410307
1.713277e+01	1.492517e+01	2.400343e+01	-9.410310
1.713283e+01	1.492516e+01	2.400338e+01	-9.410308
1.713288e+01	1.492514e+01	2.400333e+01	-9.410307
1.713294e+01	1.492514e+01	2.400327e+01	-9.410308
1.713300e+01	1.492512e+01	2.400321e+01	-9.410305
1.713305e+01	1.492512e+01	2.400314e+01	-9.410306
1.713311e+01	1.492510e+01	2.400311e+01	-9.410306
1.713317e+01	1.492507e+01	2.400304e+01	-9.410304
1.713322e+01	1.492507e+01	2.400301e+01	-9.410307
1.713328e+01	1.492505e+01	2.400293e+01	-9.410303
1.713334e+01	1.492505e+01	2.400289e+01	-9.410306
1.713340e+01	1.492504e+01	2.400285e+01	-9.410304
1.713345e+01	1.492502e+01	2.400280e+01	-9.410305
1.713351e+01	1.492501e+01	2.400275e+01	-9.410305
1.713357e+01	1.492499e+01	2.400269e+01	-9.410305
1.713362e+01	1.492498e+01	2.400262e+01	-9.410303
1.713368e+01	1.492498e+01	2.400258e+01	-9.410305
1.713374e+01	1.492497e+01	2.400252e+01	-9.410305
1.713380e+01	1.492494e+01	2.400248e+01	-9.410304
1.713385e+01	1.492494e+01	2.400241e+01	-9.410305
1.713391e+01	1.492492e+01	2.400235e+01	-9.410303
1.713397e+01	1.492492e+01	2.400231e+01	-9.410305
1.713402e+01	1.492490e+01	2.400225e+01	-9.410301
1.713408e+01	1.492488e+01	2.400217e+01	-9.410301
1.713414e+01	1.492488e+01	2.400214e+01	-9.410301
1.713419e+01	1.492487e+01	2.400209e+01	-9.410309
1.713425e+01	1.492485e+01	2.400203e+01	-9.410305
1.713431e+01	1.492484e+01	2.400198e+01	-9.410302
1.713437e+01	1.492482e+01	2.400192e+01	-9.410301
1.713442e+01	1.492481e+01	2.400187e+01	-9.410299
1.713448e+01	1.492480e+01	2.400183e+01	-9.410302
1.713454e+01	1.492478e+01	2.400177e+01	-9.410302
1.713459e+01	1.492477e+01	2.400172e+01	-9.410303
1.713465e+01	1.492477e+01	2.400165e+01	-9.410302
1.713471e+01	1.492475e+01	2.400160e+01	-9.410304
1.713477e+01	1.492474e+01	2.400156e+01	-9.410303
1.713482e+01	1.492473e+01	2.400149e+01	-9.410301
1.713488e+01	1.492471e+01	2.400143e+01	-9.410301
1.713494e+01	1.492469e+01	2.400139e+01	-9.410300
1.713499e+01	1.492469e+01	2.400133e+01	-9.410304
1.713505e+01	1.492468e+01	2.400128e+01	-9.410301
1.713511e+01	1.492467e+01	2.400124e+01	-9.410306
1.713516e+01	1.492465e+01	2.400118e+01	-9.410301
1.713522e+01	1.492464e+01	2.400111e+01	-9.410298
1.713528e+01	1.492462e+01	2.400107e+01	-9.410301
1.713534e+01	1.492461e+01	2.400102e+01	-9.410296
1.713539e+01	1.492461e+01	2.400096e+01	-9.410299
1.713545e+01	1.492459e+01	2.400092e+01	-9.410296
1.713551e+01	1.492457e+01	2.400085e+01	-9.410298
1.713556e+01	1.492457e+01	2.400080e+01	-9.410299
1.713562e+01	1.492454e+01	2.400075e+01	-9.410295
1.713568e+01	1.492454e+01	2.400069e+01	-9.410297
1.713574e+01	1.492453e+01	2.400064e+01	-9.410299
1.713579e+01	1.492451e+01	2.400060e+01	-9.410300
1.713585e+01	1.492451e+01	2.400053e+01	-9.410297
1.713591e+01	1.492450e+01	2.400048e+01	-9.410299
1.713596e+01	1.492451e+01	2.400040e+01	-9.410295
1.713602e+01	1.492446e+01	2.400037e+01	-9.410297
1.713608e+01	1.492445e+01	2.400033e+01	-9.410295
1.713613e+01	1.492445e+01	2.400026e+01	-9.410298
1.713619e+01	1.492443e+01	2.400022e+01	-9.410297
1.713625e+01	1.492441e+01	2.400015e+01	-9.410295
1.713631e+01	1.492441e+01	2.400009e+01	-9.410298
1.713636e+01	1.492440e+01	2.400005e+01	-9.410297
1.713642e+01	1.492438e+01	2.400001e+01	-9.410295
1.713648e+01	1.492437e+01	2.399995e+01	-9.410299
1.713653e+01	1.492436e+01	2.399987e+01	-9.410294
1.713659e+01	1.492435e+01	2.399984e+01	-9.410296
1.713665e+01	1.492433e+01	2.399979e+01	-9.410294
1.713671e+01	1.492432e+01	2.399973e+01	-9.410295
1.713676e+01	1.492432e+01	2.399968e+01	-9.410294
1.713682e+01	1.492430e+01	2.399962e+01	-9.410295
1.713688e+01	1.492428e+01	2.399956e+01	-9.410294
1.713693e+01	1.492428e+01	2.399951e+01	-9.410294
1.713699e+01	1.492426e+01	2.399947e+01	-9.410298
1.713705e+01	1.492424e+01	2.399941e+01	-9.410295
1.713710e+01	1.492424e+01	2.399936e+01	-9.410298
1.713716e+01	1.492422e+01	2.399930e+01	-9.410292
1.713722e+01	1.492421e+01	2.399924e+01	-9.410294
1.713728e+01	1.492421e+01	2.399918e+01	-9.410293
1.713733e+01	1.492419e+01	2.399915e+01	-9.410295
1.713739e+01	1.492418e+01	2.399909e+01	-9.410295
1.713745e+01	1.492416e+01	2.399901e+01	-9.410293
1.713750e+01	1.492414e+01	2.399897e+01	-9.410292
1.713756e+01	1.492414e+01	2.399892e+01	-9.410294
1.713762e+01	1.492413e+01	2.399886e+01	-9.410290
1.713768e+01	1.492411e+01	2.399880e+01	-9.410291
1.713773e+01	1.492410e+01	2.399877e+01	-9.410292
1.713779e+01	1.492409e+01	2.399870e+01	-9.410290
1.713785e+01	1.492408e+01	2.399866e+01	-9.410292
1.713790e+01	1.492406e+01	2.399859e+01	-9.410294
1.713796e+01	1.492405e+01	2.399855e+01	-9.410295
1.713802e+01	1.492406e+01	2.399851e+01	-9.410301
1.713807e+01	1.492403e+01	2.399846e+01	-9.410290
1.713813e+01	1.492401e+01	2.399838e+01	-9.410293
1.713819e+01	1.492400e+01	2.399832e+01	-9.410290
1.713825e+01	1.492398e+01	2.399828e+01	-9.410292
1.713830e+01	1.492398e+01	2.399823e+01	-9.410293
1.713836e+01	1.492398e+01	2.399819e+01	-9.410292
1.713842e+01	1.492396e+01	2.399812e+01	-9.410290
1.713847e+01	1.492393e+01	2.399809e+01	-9.410290
1.713853e+01	1.492392e+01	2.399801e+01	-9.410290
1.713859e+01	1.492392e+01	2.399797e+01	-9.410292
1.713865e+01	1.492390e+01	2.399790e+01	-9.410288
1.713870e+01	1.492390e+01	2.399786e+01	-9.410293
1.713876e+01	1.492388e+01	2.399779e+01	-9.410290
1.713882e+01	1.492387e+01	2.399774e+01	-9.410292
1.713887e+01	1.492386e+01	2.399768e+01	-9.410290
1.713893e+01	1.492386e+01	2.399765e+01	-9.410290
1.713899e+01	1.492384e+01	2.399757e+01	-9.410287
1.713904e+01	1.492382e+01	2.399754e+01	-9.410289
1.713910e+01	1.492381e+01	2.399748e+01	-9.410290
1.713916e+01	1.492381e+01	2.399743e+01	-9.410290
1.713922e+01	1.492379e+01	2.399737e+01	-9.410293
1.713927e+01	1.492376e+01	2.399732e+01	-9.410287
1.713933e+01	1.492376e+01	2.399726e+01	-9.410287
1.713939e+01	1.492374e+01	2.399722e+01	-9.410288
1.713944e+01	1.492374e+01	2.399717e+01	-9.410289
1.713950e+01	1.492372e+01	2.399711e+01	-9.410290
1.713956e+01	1.492371e+01	2.399703e+01	-9.410290
1.713962e+01	1.492370e+01	2.399700e+01	-9.410290
1.713967e+01	1.492367e+01	2.399693e+01	-9.410286
1.713973e+01	1.492368e+01	2.399688e+01	-9.410286
1.713979e+01	1.492367e+01	2.399684e+01	-9.410289
1.713984e+01	1.492365e+01	2.399679e+01	-9.410288
1.713990e+01	1.492363e+01	2.399672e+01	-9.410284
1.713996e+01	1.492362e+01	2.399668e+01	-9.410286
1.714001e+01	1.492360e+01	2.399661e+01	-9.410283
1.714007e+01	1.492359e+01	2.399656e+01	-9.410284
1.714013e+01	1.492359e+01	2.399651e+01	-9.410286
1.714019e+01	1.492358e+01	2.399646e+01	-9.410286
1.714024e+01	1.492355e+01	2.399641e+01	-9.410284
1.714030e+01	1.492354e+01	2.399635e+01	-9.410282
1.714036e+01	1.492354e+01	2.399630e+01	-9.410284
1.714041e+01	1.492352e+01	2.399623e+01	-9.410284
1.714047e+01	1.492352e+01	2.399618e+01	-9.410285
1.714053e+01	1.492350e+01	2.399614e+01	-9.410288
1.714059e+01	1.492348e+01	2.399608e+01	-9.410284
1.714064e+01	1.492349e+01	2.399604e+01	-9.410282
1.714070e+01	1.492347e+01	2.399598e+01	-9.410285
1.714076e+01	1.492345e+01	2.399592e+01	-9.410283
1.714081e+01	1.492344e+01	2.399586e+01	-9.410282
1.714087e+01	1.492342e+01	2.399581e+01	-9.410284
1.714093e+01	1.492341e+01	2.399576e+01	-9.410286
1.714098e+01	1.492341e+01	2.399571e+01	-9.410282
1.714104e+01	1.492340e+01	2.399565e+01	-9.410283
1.714110e+01	1.492339e+01	2.399561e+01	-9.410285
1.714116e+01	1.492336e+01	2.399554e+01	-9.410279
1.714121e+01	1.492335e+01	2.399548e+01	-9.410280
1.714127e+01	1.492334e+01	2.399546e+01	-9.410284
1.714133e+01	1.492333e+01	2.399540e+01	-9.410282
1.714138e+01	1.492331e+01	2.399533e+01	-9.410280
1.714144e+01	1.492332e+01	2.399528e+01	-9.410285
1.714150e+01	1.492329e+01	2.399524e+01	-9.410285
1.714156e+01	1.492328e+01	2.399517e+01	-9.410279
1.714161e+01	1.492327e+01	2.399511e+01	-9.410280
1.714167e+01	1.492326e+01	2.399507e+01	-9.410281
1.714173e+01	1.492325e+01	2.399501e+01	-9.410279
1.714178e+01	1.492323e+01	2.399495e+01	-9.410282
1.714184e+01	1.492321e+01	2.399490e+01	-9.410277
1.714190e+01	1.492320e+01	2.399484e+01	-9.410282
1.714195e+01	1.492318e+01	2.399479e+01	-9.410278
1.714201e+01	1.492318e+01	2.399475e+01	-9.410279
1.714207e+01	1.492318e+01	2.399470e+01	-9.410283
1.714213e+01	1.492315e+01	2.399464e+01	-9.410276
1.714218e+01	1.492314e+01	2.399458e+01	-9.410276
1.714224e+01	1.492313e+01	2.399454e+01	-9.410280
1.714230e+01	1.492310e+01	2.399447e+01	-9.410276
1.714235e+01	1.492311e+01	2.399442e+01	-9.410276
1.714241e+01	1.492311e+01	2.399436e+01	-9.410275
1.714247e+01	1.492308e+01	2.399431e+01	-9.410278
1.714253e+01	1.492307e+01	2.399427e+01	-9.410276
1.714258e+01	1.492306e+01	2.399421e+01	-9.410275
1.714264e+01	1.492304e+01	2.399416e+01	-9.410276
1.714270e+01	1.492304e+01	2.399410e+01	-9.410280
1.714275e+01	1.492302e+01	2.399405e+01	-9.410280
1.714281e+01	1.492301e+01	2.399399e+01	-9.410277
1.714287e+01	1.492299e+01	2.399394e+01	-9.410278
1.714292e+01	1.492298e+01	2.399388e+01	-9.410275
1.714298e+01	1.492298e+01	2.399385e+01	-9.410278
1.714304e+01	1.492297e+01	2.399376e+01	-9.410276
1.714310e+01	1.492295e+01	2.399373e+01	-9.410276
1.714315e+01	1.492294e+01	2.399367e+01	-9.410275
1.714321e+01	1.492294e+01	2.399362e+01	-9.410276
1.714327e+01	1.492290e+01	2.399356e+01	-9.410275
1.714332e+01	1.492290e+01	2.399351e+01	-9.410275
1.714338e+01	1.492289e+01	2.399346e+01	-9.410277
1.714344e+01	1.492288e+01	2.399340e+01	-9.410274
1.714350e+01	1.492285e+01	2.399335e+01	-9.410275
1.714355e+01	1.492286e+01	2.399329e+01	-9.410273
1.714361e+01	1.492285e+01	2.399325e+01	-9.410276
1.714367e+01	1.492283e+01	2.399319e+01	-9.410275
1.714372e+01	1.492282e+01	2.399313e+01	-9.410280
1.714378e+01	1.492280e+01	2.399309e+01	-9.410275
1.714384e+01	1.492279e+01	2.399303e+01	-9.410275
1.714389e+01	1.492278e+01	2.399297e+01	-9.410276
1.714395e+01	1.492277e+01	2.399293e+01	-9.410276
1.714401e+01	1.492276e+01	2.399286e+01	-9.410275
1.714407e+01	1.492275e+01	2.399283e+01	-9.410275
1.714412e+01	1.492273e+01	2.399276e+01	-9.410273
1.714418e+01	1.492272e+01	2.399271e+01	-9.410275
1.714424e+01	1.492269e+01	2.399267e+01	-9.410271
1.714429e+01	1.492269e+01	2.399261e+01	-9.410272
1.714435e+01	1.492269e+01	2.399255e+01	-9.410275
1.714441e+01	1.492266e+01	2.399249e+01	-9.410269
1.714447e+01	1.492265e+01	2.399245e+01	-9.410272
1.714452e+01	1.492264e+01	2.399239e+01	-9.410272
1.714458e+01	1.492264e+01	2.399232e+01	-9.410273
1.714464e+01	1.492263e+01	2.399228e+01	-9.410273
1.714469e+01	1.492261e+01	2.399223e+01	-9.410272
1.714475e+01	1.492259e+01	2.399217e+01	-9.410271
1.714481e+01	1.492258e+01	2.399212e+01	-9.410271
1.714486e+01	1.492257e+01	2.399206e+01	-9.410272
1.714492e+01	1.492256e+01	2.399200e+01	-9.410268
1.714498e+01	1.492254e+01	2.399195e+01	-9.410270
1.714504e+01	1.492253e+01	2.399191e+01	-9.410271
1.714509e+01	1.492252e+01	2.399185e+01	-9.410271
1.714515e+01	1.492251e+01	2.399180e+01	-9.410273
1.714521e+01	1.492250e+01	2.399174e+01	-9.410270
1.714526e+01	1.492248e+01	2.399170e+01	-9.410268
1.714532e+01	1.492248e+01	2.399162e+01	-9.410268
1.714538e+01	1.492246e+01	2.399159e+01	-9.410267
1.714544e+01	1.492244e+01	2.399152e+01	-9.410268
1.714549e+01	1.492243e+01	2.399148e+01	-9.410267
1.714555e+01	1.492242e+01	2.399140e+01	-9.410263
1.714561e+01	1.492241e+01	2.399137e+01	-9.410267
