beta1	beta2	beta3	dist	lmax
1.617002659477897e+01	1.522457144966906e+01	2.504751018837103e+01	8.056305880892509	-9.344203964786249
1.616973937353759e+01	1.522506067289900e+01	2.504761356713068e+01	8.056316554576561	-9.344033650937707
1.616945077626131e+01	1.522554989612895e+01	2.504771655291963e+01	8.056327102182033	-9.343862669370811
1.616915924902138e+01	1.522603911935890e+01	2.504782957850242e+01	8.056347687476341	-9.343693115333464
1.616887485491426e+01	1.522652834258884e+01	2.504792777488576e+01	8.056353127609167	-9.343522586893732
1.616858561973869e+01	1.522701756581879e+01	2.504803600927096e+01	8.056368891028344	-9.343352705892267
1.616830216493127e+01	1.522750678904874e+01	2.504813370201946e+01	8.056373792712735	-9.343182421611566
1.616801159909513e+01	1.522799601227868e+01	2.504824090810298e+01	8.056388860139981	-9.343011721009537
1.616772896090996e+01	1.522848523550863e+01	2.504833945478209e+01	8.056394533911353	-9.342841985936621
1.616743827205576e+01	1.522897445873858e+01	2.504844856559545e+01	8.056411515736915	-9.342671724963674
1.616714830263342e+01	1.522946368196852e+01	2.504855534644075e+01	8.056426213020732	-9.342501144146897
1.616686086020516e+01	1.522995290519847e+01	2.504865895897476e+01	8.056437555478611	-9.342330762076211
1.616657388320335e+01	1.523044212842841e+01	2.504876317622377e+01	8.056449444784469	-9.342160724013858
1.616628993229561e+01	1.523093135165836e+01	2.504886248484953e+01	8.056456246903318	-9.341990634306960
1.616599710928493e+01	1.523142057488831e+01	2.504897491609297e+01	8.056476918513857	-9.341820349096608
1.616571423117194e+01	1.523190979811825e+01	2.504907264112173e+01	8.056482133797445	-9.341650276046334
1.616542314161376e+01	1.523239902134820e+01	2.504918230875382e+01	8.056499996481790	-9.341479967804760
1.616514074894406e+01	1.523288824457815e+01	2.504927844631705e+01	8.056503709412315	-9.341309671233924
1.616485111493366e+01	1.523337746780809e+01	2.504938511212691e+01	8.056518577793399	-9.341139165079618
1.616456183908508e+01	1.523386669103804e+01	2.504949355636938e+01	8.056535126747146	-9.340969265212850
1.616427404156232e+01	1.523435591426799e+01	2.504959847287401e+01	8.056548135737307	-9.340799043664745
1.616399343666475e+01	1.523484513749793e+01	2.504969091757043e+01	8.056548227244862	-9.340628499022058
1.616370682697799e+01	1.523533436072788e+01	2.504979444166785e+01	8.056559813603389	-9.340458391669005
1.616341742603209e+01	1.523582358395783e+01	2.504990235142413e+01	8.056576037921650	-9.340288285387711
1.616312928982227e+01	1.523631280718777e+01	2.505000694500244e+01	8.056588955570451	-9.340117826055032
1.616284298893837e+01	1.523680203041772e+01	2.505010938815656e+01	8.056599590015145	-9.339947551138417
1.616255142698179e+01	1.523729125364767e+01	2.505022227262948e+01	8.056621001443581	-9.339777847827557
1.616227254605873e+01	1.523778047687761e+01	2.505031287238917e+01	8.056619321295816	-9.339607506044976
1.616197776817984e+01	1.523826970010756e+01	2.505042737311487e+01	8.056642840465173	-9.339436902770480
1.616169207789783e+01	1.523875892333750e+01	2.505053051525413e+01	8.056654213150034	-9.339267044144641
1.616140366071985e+01	1.523924814656745e+01	2.505063693006829e+01	8.056669155321101	-9.339096921350713
1.616112203182469e+01	1.523973736979740e+01	2.505073257689506e+01	8.056672859549719	-9.338926760084217
1.616083378240164e+01	1.524022659302734e+01	2.505083880919519e+01	8.056687685016591	-9.338756650648618
1.616055138528940e+01	1.524071581625729e+01	2.505093498300000e+01	8.056692088978062	-9.338586306364540
1.616025921168910e+01	1.524120503948724e+01	2.505104689749233e+01	8.056713001285120	-9.338416066984959
1.615997773493756e+01	1.524169426271718e+01	2.505114290101156e+01	8.056717185801290	-9.338246047375929
1.615968493131217e+01	1.524218348594713e+01	2.505125589883861e+01	8.056739308098688	-9.338075824444880
1.615939934220594e+01	1.524267270917708e+01	2.505135715998043e+01	8.056749203773888	-9.337905487291884
1.615911226773584e+01	1.524316193240702e+01	2.505146222479996e+01	8.056762987513807	-9.337735530309086
1.615882392471981e+01	1.524365115563697e+01	2.505156848939085e+01	8.056778147215368	-9.337565363545151
1.615854246380623e+01	1.524414037886692e+01	2.505166356281347e+01	8.056781648505741	-9.337395091069048
1.615825484040122e+01	1.524462960209686e+01	2.505176773409521e+01	8.056794788170357	-9.337224665893862
1.615796472764101e+01	1.524511882532681e+01	2.505187815110188e+01	8.056814294218167	-9.337054845365962
1.615767908596063e+01	1.524560804855676e+01	2.505197949944978e+01	8.056824527854708	-9.336884487423962
1.615738984661389e+01	1.524609727178670e+01	2.505208809559518e+01	8.056842250385282	-9.336714541684724
1.615710630318048e+01	1.524658649501665e+01	2.505218693070970e+01	8.056849854679408	-9.336544379970604
1.615682087943099e+01	1.524707571824660e+01	2.505228897713730e+01	8.056860843426126	-9.336374281870619
1.615653474956357e+01	1.524756494147654e+01	2.505238981489369e+01	8.056870829407119	-9.336203577100068
1.615624490843868e+01	1.524805416470649e+01	2.505250049772209e+01	8.056890795878063	-9.336033912425002
1.615595668535524e+01	1.524854338793643e+01	2.505260685817205e+01	8.056906441789010	-9.335863780738435
1.615567859059284e+01	1.524903261116638e+01	2.505269650281164e+01	8.056904670979534	-9.335693439166544
1.615539058174068e+01	1.524952183439633e+01	2.505280200970913e+01	8.056919553669511	-9.335523165936859
1.615510476009387e+01	1.525001105762627e+01	2.505290595946890e+01	8.056932662307192	-9.335353378307357
1.615481941552136e+01	1.525050028085622e+01	2.505300619167343e+01	8.056942198999542	-9.335182815665721
1.615452460119602e+01	1.525098950408617e+01	2.505312441818844e+01	8.056970354554878	-9.335013053980399
1.615424484733051e+01	1.525147872731611e+01	2.505321714004253e+01	8.056971970603154	-9.334842818249033
1.615395875553069e+01	1.525196795054606e+01	2.505332060703013e+01	8.056984825268700	-9.334672779790038
1.615367203972307e+01	1.525245717377601e+01	2.505342518935444e+01	8.056998878347670	-9.334502772199791
1.615338013976755e+01	1.525294639700595e+01	2.505353723857010e+01	8.057020873523076	-9.334332580096554
1.615309532441274e+01	1.525343562023590e+01	2.505363836853286e+01	8.057031431798137	-9.334162445209417
1.615281051768203e+01	1.525392484346585e+01	2.505373940066236e+01	8.057041936605540	-9.333992284970133
1.615252248195869e+01	1.525441406669579e+01	2.505384626424551e+01	8.057058528595229	-9.333822314624612
1.615223879046874e+01	1.525490328992574e+01	2.505394577208525e+01	8.057067493861974	-9.333652207691678
1.615195412425766e+01	1.525539251315569e+01	2.505404662924297e+01	8.057077933797672	-9.333482048954810
1.615167098681966e+01	1.525588173638563e+01	2.505414554662368e+01	8.057086334076008	-9.333312008773206
1.615138418950441e+01	1.525637095961558e+01	2.505424853529748e+01	8.057099211161317	-9.333141524465242
1.615109287957300e+01	1.525686018284553e+01	2.505436187389724e+01	8.057122676272680	-9.332971875902015
1.615080806975802e+01	1.525734940607547e+01	2.505446276132916e+01	8.057133331391613	-9.332801651942594
1.615052312630469e+01	1.525783862930542e+01	2.505456475745430e+01	8.057145104022261	-9.332631657518945
1.615024115023856e+01	1.525832785253536e+01	2.505466181105120e+01	8.057151756803888	-9.332461591882428
1.614995218597234e+01	1.525881707576531e+01	2.505476967514515e+01	8.057169814785372	-9.332291467009554
1.614966146944095e+01	1.525930629899526e+01	2.505488054540229e+01	8.057191045395104	-9.332121400475968
1.614938020258182e+01	1.525979552222520e+01	2.505497658226763e+01	8.057196744377128	-9.331951351190757
1.614909793505061e+01	1.526028474545515e+01	2.505507425444656e+01	8.057204194683417	-9.331781313330751
1.614880462232174e+01	1.526077396868510e+01	2.505518905575967e+01	8.057229690773898	-9.331611191368495
1.614852620501388e+01	1.526126319191504e+01	2.505528037349865e+01	8.057230581393021	-9.331441075635956
1.614823603422374e+01	1.526175241514499e+01	2.505538924158491e+01	8.057250028061031	-9.331270693937096
1.614795680543624e+01	1.526224163837494e+01	2.505548335537086e+01	8.057253787750756	-9.331100964733245
1.614766732883016e+01	1.526273086160488e+01	2.505559217443423e+01	8.057273164179289	-9.330930846980721
1.614737612802815e+01	1.526322008483483e+01	2.505570445151742e+01	8.057296140241986	-9.330760914968298
1.614709477065021e+01	1.526370930806478e+01	2.505580079457754e+01	8.057302471943185	-9.330590881833013
1.614680492535405e+01	1.526419853129472e+01	2.505590937264358e+01	8.057321799435636	-9.330420538667207
1.614652510694206e+01	1.526468775452467e+01	2.505600379206005e+01	8.057326144701706	-9.330250631161032
1.614623982723113e+01	1.526517697775462e+01	2.505610669606684e+01	8.057339450032979	-9.330080681143192
1.614595419550614e+01	1.526566620098456e+01	2.505620851717215e+01	8.057351818627874	-9.329910302962322
1.614567013538291e+01	1.526615542421451e+01	2.505631014102253e+01	8.057363799704364	-9.329740514054638
1.614538004800721e+01	1.526664464744445e+01	2.505642066827195e+01	8.057385227884575	-9.329570557328992
1.614509747884674e+01	1.526713387067440e+01	2.505651884264838e+01	8.057393776213368	-9.329400479170275
1.614481506793246e+01	1.526762309390435e+01	2.505661715138430e+01	8.057402469108602	-9.329230497516058
1.614452739641116e+01	1.526811231713429e+01	2.505672314284582e+01	8.057419329276042	-9.329060345312845
1.614423807531775e+01	1.526860154036424e+01	2.505683291307756e+01	8.057440084149640	-9.328890491046907
1.614395664245283e+01	1.526909076359419e+01	2.505692923237021e+01	8.057446854483551	-9.328720385289380
1.614366593534045e+01	1.526957998682413e+01	2.505704067712360e+01	8.057469500140511	-9.328550388451056
1.614338724287138e+01	1.527006921005408e+01	2.505713286040763e+01	8.057471990900433	-9.328380329517532
1.614309712907176e+01	1.527055843328403e+01	2.505724353623844e+01	8.057493895531032	-9.328210369246868
1.614281715524149e+01	1.527104765651397e+01	2.505733746962869e+01	8.057498331989340	-9.328040231723875
1.614252537381632e+01	1.527153687974392e+01	2.505745125909712e+01	8.057523542246111	-9.327870385176585
1.614224467827545e+01	1.527202610297387e+01	2.505754605847861e+01	8.057528996408752	-9.327700169369363
1.614195750699777e+01	1.527251532620381e+01	2.505765266918714e+01	8.057546740876855	-9.327530349032646
1.614167741548338e+01	1.527300454943376e+01	2.505774700374435e+01	8.057551740846467	-9.327360254645242
1.614138989600850e+01	1.527349377266371e+01	2.505785235822952e+01	8.057568423969613	-9.327189959784146
1.614110388047816e+01	1.527398299589365e+01	2.505795720553145e+01	8.057584433921235	-9.327020146775942
1.614082312432269e+01	1.527447221912360e+01	2.505805386754273e+01	8.057591876338032	-9.326850372019173
1.614053505295977e+01	1.527496144235355e+01	2.505816113571493e+01	8.057610591514159	-9.326680334378810
1.614025123126918e+01	1.527545066558349e+01	2.505826196778158e+01	8.057622561024131	-9.326510373235060
1.613996452087148e+01	1.527593988881344e+01	2.505836725743089e+01	8.057639263880642	-9.326340375271483
1.613967421019802e+01	1.527642911204338e+01	2.505847726517607e+01	8.057661058301367	-9.326170115270656
1.613939280630355e+01	1.527691833527333e+01	2.505857537171939e+01	8.057670181556654	-9.326000431588822
1.613910757070338e+01	1.527740755850328e+01	2.505867713778786e+01	8.057683422998233	-9.325830117894464
1.613881910482613e+01	1.527789678173322e+01	2.505878708136797e+01	8.057704996289237	-9.325660586530756
1.613854139493646e+01	1.527838600496317e+01	2.505887761498632e+01	8.057706456019572	-9.325490453976927
1.613824942241939e+01	1.527887522819312e+01	2.505899101257863e+01	8.057731943714881	-9.325320368010757
1.613797000433799e+01	1.527936445142306e+01	2.505908508769186e+01	8.057737123237363	-9.325150442694817
1.613768707014512e+01	1.527985367465301e+01	2.505918541056625e+01	8.057748839716297	-9.324980683961780
1.613739900011115e+01	1.528034289788296e+01	2.505929279224365e+01	8.057768116414648	-9.324810635552002
1.613711456958908e+01	1.528083212111290e+01	2.505939462887859e+01	8.057781588370098	-9.324640646489060
1.613682808759760e+01	1.528132134434285e+01	2.505949893286344e+01	8.057797769370262	-9.324470448510702
1.613654875227815e+01	1.528181056757280e+01	2.505959370882998e+01	8.057803807806341	-9.324300722951754
1.613626259292668e+01	1.528229979080274e+01	2.505969808802254e+01	8.057820092759275	-9.324130670030794
1.613598089918865e+01	1.528278901403269e+01	2.505979683760219e+01	8.057830363908632	-9.323960995076948
1.613569625258078e+01	1.528327823726264e+01	2.505989933810270e+01	8.057844706818591	-9.323791071905490
1.613540854789757e+01	1.528376746049258e+01	2.506000652317021e+01	8.057864028078994	-9.323621097403834
1.613512093237774e+01	1.528425668372253e+01	2.506011388719275e+01	8.057883547497312	-9.323451201773942
1.613483771620016e+01	1.528474590695247e+01	2.506021400200417e+01	8.057895518874375	-9.323281240462443
1.613455715424492e+01	1.528523513018242e+01	2.506031014441770e+01	8.057903334576135	-9.323111342242839
1.613426552624635e+01	1.528572435341237e+01	2.506042386096053e+01	8.057929652786216	-9.322941424923025
1.613398798079022e+01	1.528621357664231e+01	2.506051526993033e+01	8.057932572015023	-9.322771539669237
1.613370080681771e+01	1.528670279987226e+01	2.506062051893959e+01	8.057950212912473	-9.322601262710439
1.613341493331410e+01	1.528719202310221e+01	2.506072581400403e+01	8.057967737863134	-9.322431527979919
1.613312829536362e+01	1.528768124633215e+01	2.506083072217301e+01	8.057985053440172	-9.322261376058117
1.613285272784830e+01	1.528817046956210e+01	2.506092034263703e+01	8.057986124308856	-9.322091831378973
1.613256893362555e+01	1.528865969279205e+01	2.506102160397114e+01	8.057999605289151	-9.321921902189285
1.613228329309378e+01	1.528914891602199e+01	2.506112625672354e+01	8.058016645973016	-9.321752084268702
1.613199712316272e+01	1.528963813925194e+01	2.506123143617677e+01	8.058034311870555	-9.321582180869031
1.613170818306947e+01	1.529012736248189e+01	2.506134115600861e+01	8.058056776301802	-9.321412304203880
1.613143100991030e+01	1.529061658571183e+01	2.506143170680669e+01	8.058059185518280	-9.321242325641656
1.613114214944819e+01	1.529110580894178e+01	2.506153987280639e+01	8.058080238671037	-9.321072074781267
1.613085878547633e+01	1.529159503217173e+01	2.506164173025754e+01	8.058094467356433	-9.320902455613531
1.613057225322509e+01	1.529208425540167e+01	2.506174773554767e+01	8.058113182375486	-9.320732598151569
1.613029244351397e+01	1.529257347863162e+01	2.506184357386880e+01	8.058121203668147	-9.320562884872555
1.613000515857023e+01	1.529306270186157e+01	2.506195002821336e+01	8.058140545656133	-9.320392826699450
1.612972085325480e+01	1.529355192509151e+01	2.506205265016121e+01	8.058155813069792	-9.320223004011646
1.612944080076498e+01	1.529404114832146e+01	2.506214725154160e+01	8.058162814996651	-9.320052864034158
1.612916155709598e+01	1.529453037155140e+01	2.506224306691107e+01	8.058170889367046	-9.319883365882268
1.612887011631571e+01	1.529501959478135e+01	2.506235680575959e+01	8.058197985782000	-9.319713457985891
1.612858825202762e+01	1.529550881801130e+01	2.506245430131671e+01	8.058208150554169	-9.319543308180958
1.612830664443287e+01	1.529599804124124e+01	2.506255233271760e+01	8.058218827083659	-9.319373398676042
1.612802511649381e+01	1.529648726447119e+01	2.506265163303114e+01	8.058230741796226	-9.319203844984765
1.612773388994082e+01	1.529697648770114e+01	2.506276386620138e+01	8.058256534809297	-9.319033623037367
1.612745003676410e+01	1.529746571093108e+01	2.506286640805475e+01	8.058271983485492	-9.318863939261579
1.612717297839576e+01	1.529795493416103e+01	2.506295801339751e+01	8.058275989396707	-9.318694237456128
1.612688634100412e+01	1.529844415739098e+01	2.506306459260015e+01	8.058295802042128	-9.318524439420955
1.612660512610088e+01	1.529893338062092e+01	2.506316259495211e+01	8.058306634802886	-9.318354665488485
1.612631521197742e+01	1.529942260385087e+01	2.506327210247859e+01	8.058329831474317	-9.318184264693400
1.612603390198160e+01	1.529991182708082e+01	2.506337194339523e+01	8.058342513942190	-9.318014917232333
1.612575043900158e+01	1.530040105031076e+01	2.506347238834761e+01	8.058356148109317	-9.317844836313366
1.612547046614061e+01	1.530089027354071e+01	2.506356912572513e+01	8.058365744688169	-9.317675236362506
1.612518430672300e+01	1.530137949677066e+01	2.506367554319195e+01	8.058385575330368	-9.317505572660165
1.612489654626000e+01	1.530186872000060e+01	2.506378401105600e+01	8.058407651654953	-9.317335772740424
1.612461447613239e+01	1.530235794323055e+01	2.506388342985723e+01	8.058420254231663	-9.317165988645899
1.612433272628588e+01	1.530284716646050e+01	2.506398109046182e+01	8.058431171112566	-9.316995882381246
1.612405268253489e+01	1.530333638969044e+01	2.506407815700368e+01	8.058441296400428	-9.316826322821759
1.612376751050132e+01	1.530382561292039e+01	2.506418255145259e+01	8.058459249393689	-9.316656529507632
1.612348062341330e+01	1.530431483615033e+01	2.506428977604837e+01	8.058480209697359	-9.316486752652160
1.612320623921304e+01	1.530480405938028e+01	2.506437660998581e+01	8.058479816896376	-9.316316889740552
1.612291340602577e+01	1.530529328261023e+01	2.506449215966202e+01	8.058509725479093	-9.316146793393354
1.612263616753523e+01	1.530578250584017e+01	2.506458529206673e+01	8.058515865303548	-9.315977365062338
1.612235279400706e+01	1.530627172907012e+01	2.506468662776327e+01	8.058530825729701	-9.315807511580985
1.612206697245935e+01	1.530676095230007e+01	2.506479151392242e+01	8.058549595046452	-9.315637557085719
1.612178895002945e+01	1.530725017553001e+01	2.506488456671275e+01	8.058555902953726	-9.315467777661215
1.612149880527556e+01	1.530773939875996e+01	2.506499772860954e+01	8.058583321618123	-9.315298157059718
1.612121500613504e+01	1.530822862198991e+01	2.506509907397536e+01	8.058598521582015	-9.315128117911872
1.612094023348893e+01	1.530871784521985e+01	2.506518786068744e+01	8.058600375303724	-9.314958575382331
1.612065560639786e+01	1.530920706844980e+01	2.506529145364683e+01	8.058617929624836	-9.314788765160165
1.612036443648311e+01	1.530969629167975e+01	2.506540577979706e+01	8.058646783974355	-9.314619005765987
1.612008936995347e+01	1.531018551490969e+01	2.506549312536619e+01	8.058647430614009	-9.314448965595496
1.611980418611487e+01	1.531067473813964e+01	2.506559922455216e+01	8.058667585270504	-9.314279557823005
1.611951803939118e+01	1.531116396136959e+01	2.506570509108259e+01	8.058687709725865	-9.314109690480683
1.611923514510358e+01	1.531165318459953e+01	2.506580545146922e+01	8.058702115072794	-9.313939749963774
1.611895926408081e+01	1.531214240782948e+01	2.506589615425901e+01	8.058706252873046	-9.313770223641034
1.611867269938271e+01	1.531263163105942e+01	2.506600304862829e+01	8.058727545982597	-9.313600437426764
1.611838460342479e+01	1.531312085428937e+01	2.506611291216961e+01	8.058751952013246	-9.313430776391439
1.611810991287449e+01	1.531361007751932e+01	2.506620003813799e+01	8.058752613466719	-9.313260817640879
1.611782610050690e+01	1.531409930074926e+01	2.506630328186768e+01	8.058770116755163	-9.313091221458546
1.611754172310899e+01	1.531458852397921e+01	2.506640684482239e+01	8.058788054000152	-9.312921470878365
1.611725619605100e+01	1.531507774720916e+01	2.506651128142087e+01	8.058807045681759	-9.312751466733843
1.611697219863028e+01	1.531556697043910e+01	2.506661501067469e+01	8.058825164119337	-9.312581908536799
1.611669000542756e+01	1.531605619366905e+01	2.506671542883981e+01	8.058839882456812	-9.312412244077557
1.611641063635555e+01	1.531654541689900e+01	2.506681086414347e+01	8.058849445854630	-9.312242466785548
1.611612276817924e+01	1.531703464012894e+01	2.506691683127868e+01	8.058870428511314	-9.312071876133425
1.611584081759786e+01	1.531752386335889e+01	2.506702006277310e+01	8.058887914971843	-9.311903021389403
1.611556609466368e+01	1.531801308658884e+01	2.506710839757658e+01	8.058890098423941	-9.311733336314308
1.611528471288127e+01	1.531850230981878e+01	2.506720765148116e+01	8.058903782602066	-9.311563694281260
1.611499379209839e+01	1.531899153304873e+01	2.506732193174064e+01	8.058933338566174	-9.311393955763901
1.611471686668843e+01	1.531948075627868e+01	2.506741252758755e+01	8.058938145891588	-9.311223933009956
1.611443176105681e+01	1.531996997950862e+01	2.506751894182428e+01	8.058959367748800	-9.311054575437343
1.611414891076728e+01	1.532045920273857e+01	2.506762053913423e+01	8.058975681393953	-9.310884914238859
1.611386907735192e+01	1.532094842596852e+01	2.506771721262844e+01	8.058986864862257	-9.310715236681050
1.611358021965648e+01	1.532143764919846e+01	2.506782681924841e+01	8.059011844632391	-9.310545137281146
1.611330441419899e+01	1.532192687242841e+01	2.506791825729028e+01	8.059017482131718	-9.310375778347009
1.611301596788871e+01	1.532241609565835e+01	2.506802800263399e+01	8.059042611866408	-9.310205877105961
1.611273317567810e+01	1.532290531888830e+01	2.506813030065713e+01	8.059059789308620	-9.310036403171695
1.611245427609304e+01	1.532339454211825e+01	2.506822531033562e+01	8.059069442259164	-9.309866671882293
1.611216911592450e+01	1.532388376534819e+01	2.506832808690648e+01	8.059087530212340	-9.309696337647441
1.611189295763407e+01	1.532437298857814e+01	2.506842135547229e+01	8.059095172050345	-9.309527287451603
1.611160413131837e+01	1.532486221180809e+01	2.506853317724743e+01	8.059122548242394	-9.309357741930249
1.611132447033184e+01	1.532535143503803e+01	2.506862948754016e+01	8.059133724439409	-9.309188017361754
1.611104940961085e+01	1.532584065826798e+01	2.506871871034634e+01	8.059137454988131	-9.309018380673599
1.611076404734922e+01	1.532632988149793e+01	2.506882442672459e+01	8.059158583959913	-9.308848697411218
1.611047941212790e+01	1.532681910472787e+01	2.506892761892206e+01	8.059177231232320	-9.308678667241450
1.611019392570393e+01	1.532730832795782e+01	2.506903541453234e+01	8.059200445809561	-9.308509455878340
1.610992074637197e+01	1.532779755118777e+01	2.506911963991979e+01	8.059199273610902	-9.308339312040808
1.610963460812947e+01	1.532828677441771e+01	2.506922805623643e+01	8.059223264831893	-9.308169983812952
1.610935703399567e+01	1.532877599764766e+01	2.506932176533062e+01	8.059231914568212	-9.308000438688762
1.610907043836190e+01	1.532926522087761e+01	2.506942960277705e+01	8.059255507591681	-9.307830767683182
1.610879091044842e+01	1.532975444410755e+01	2.506952342076316e+01	8.059264650441827	-9.307660438848050
1.610850893718809e+01	1.533024366733750e+01	2.506962641727850e+01	8.059282977431916	-9.307491435912533
1.610822604703974e+01	1.533073289056744e+01	2.506972850482425e+01	8.059300622568092	-9.307321820061464
1.610794886375417e+01	1.533122211379739e+01	2.506982153592846e+01	8.059308766428320	-9.307152250683783
1.610766236189117e+01	1.533171133702734e+01	2.506992852334105e+01	8.059331738561941	-9.306982385785322
1.610737647772925e+01	1.533220056025728e+01	2.507003555883401e+01	8.059354700303464	-9.306812784531322
1.610709442151761e+01	1.533268978348723e+01	2.507013703151999e+01	8.059371790611094	-9.306643344123978
1.610681264557384e+01	1.533317900671718e+01	2.507023642622632e+01	8.059386894563124	-9.306473487663457
1.610653502073215e+01	1.533366822994712e+01	2.507032822318556e+01	8.059394133352008	-9.306303408923126
1.610625216651820e+01	1.533415745317707e+01	2.507043235411194e+01	8.059414008551444	-9.306134306871630
1.610597287886890e+01	1.533464667640702e+01	2.507052831221758e+01	8.059425561909160	-9.305964595257162
1.610569446848107e+01	1.533513589963696e+01	2.507062454567471e+01	8.059437279869190	-9.305795313388497
1.610540927861495e+01	1.533562512286691e+01	2.507073062042003e+01	8.059459501628021	-9.305625732412111
1.610512389253189e+01	1.533611434609686e+01	2.507083624752450e+01	8.059481368350697	-9.305455953183163
1.610484432260021e+01	1.533660356932680e+01	2.507093350565638e+01	8.059494369594018	-9.305286444671399
1.610456159908394e+01	1.533709279255675e+01	2.507103502493105e+01	8.059511976827144	-9.305116714429797
1.610428616688334e+01	1.533758201578670e+01	2.507112609534807e+01	8.059518499386980	-9.304947336689853
1.610400003667272e+01	1.533807123901664e+01	2.507123089031262e+01	8.059539853308156	-9.304777026423242
1.610372025818102e+01	1.533856046224659e+01	2.507133007846272e+01	8.059554891941024	-9.304607911594237
1.610343526270626e+01	1.533904968547654e+01	2.507143602189993e+01	8.059577244296053	-9.304438355455702
1.610315808119291e+01	1.533953890870648e+01	2.507152861162287e+01	8.059585655658694	-9.304268631401863
1.610287148807921e+01	1.534002813193643e+01	2.507163824718038e+01	8.059611866626813	-9.304099346958376
1.610259855158410e+01	1.534051735516637e+01	2.507172336493444e+01	8.059612555182813	-9.303929473888719
1.610230836355318e+01	1.534100657839632e+01	2.507183819867001e+01	8.059644378937111	-9.303760017986351
1.610202822271517e+01	1.534149580162627e+01	2.507193683182082e+01	8.059659189480605	-9.303590595666577
1.610174876096626e+01	1.534198502485621e+01	2.507203312853038e+01	8.059671702986831	-9.303420858108868
1.610147420341588e+01	1.534247424808616e+01	2.507212298082126e+01	8.059677328441111	-9.303251508687890
1.610118826454388e+01	1.534296347131611e+01	2.507223027151022e+01	8.059701443399458	-9.303081880279340
1.610090895736178e+01	1.534345269454605e+01	2.507232657842721e+01	8.059714063778287	-9.302912201561734
1.610062481164396e+01	1.534394191777600e+01	2.507243227554800e+01	8.059736455207457	-9.302742903413879
1.610034992733516e+01	1.534443114100595e+01	2.507252215116495e+01	8.059742316264497	-9.302573415636690
1.610006239111954e+01	1.534492036423589e+01	2.507263239383133e+01	8.059769666254597	-9.302403863356338
1.609977953127598e+01	1.534540958746584e+01	2.507273407571840e+01	8.059788143712858	-9.302234068889636
1.609950705798267e+01	1.534589881069579e+01	2.507281922743057e+01	8.059789234028742	-9.302064372655444
1.609922119776322e+01	1.534638803392573e+01	2.507292716559379e+01	8.059814241115300	-9.301894919175876
1.609894227619592e+01	1.534687725715568e+01	2.507302420485258e+01	8.059827783456699	-9.301725567320345
1.609866528057938e+01	1.534736648038563e+01	2.507311823863775e+01	8.059838191328829	-9.301556247299494
1.609837923382026e+01	1.534785570361557e+01	2.507322604514419e+01	8.059863225187502	-9.301386673974193
1.609810256064699e+01	1.534834492684552e+01	2.507331883277280e+01	8.059872473297004	-9.301217166389289
1.609781988470382e+01	1.534883415007547e+01	2.507342138615435e+01	8.059892038491316	-9.301047649370854
1.609754140779211e+01	1.534932337330541e+01	2.507351564207345e+01	8.059903055939063	-9.300877763286765
1.609725587094607e+01	1.534981259653536e+01	2.507362374095262e+01	8.059928451549746	-9.300708462491880
1.609697160848732e+01	1.535030181976530e+01	2.507372914420319e+01	8.059951112259236	-9.300539002395425
1.609669809198887e+01	1.535079104299525e+01	2.507381742470668e+01	8.059955757801040	-9.300369646494602
1.609641947459126e+01	1.535128026622520e+01	2.507391347081790e+01	8.059968668673820	-9.300200145820243
1.609613875131949e+01	1.535176948945514e+01	2.507401305087987e+01	8.059985328996200	-9.300030666578461
1.609585385472803e+01	1.535225871268509e+01	2.507411921400466e+01	8.060008979231949	-9.299861125079026
1.609557686666170e+01	1.535274793591504e+01	2.507421111343578e+01	8.060017793630397	-9.299691240878602
1.609528781456266e+01	1.535323715914498e+01	2.507432598174823e+01	8.060050498401855	-9.299522177755797
1.609501209481977e+01	1.535372638237493e+01	2.507441756685883e+01	8.060058891734938	-9.299352733665589
1.609472981744928e+01	1.535421560560488e+01	2.507451915677388e+01	8.060077922127160	-9.299183106245748
1.609445428562678e+01	1.535470482883482e+01	2.507461040868291e+01	8.060086048030925	-9.299013651220864
1.609416549914353e+01	1.535519405206477e+01	2.507472247144507e+01	8.060116196386387	-9.298843974676949
1.609389097306058e+01	1.535568327529472e+01	2.507481267168062e+01	8.060123238741973	-9.298674665003425
1.609361251360531e+01	1.535617249852466e+01	2.507490909649011e+01	8.060136891540351	-9.298505300142883
1.609333254396521e+01	1.535666172175461e+01	2.507500798805426e+01	8.060153180910818	-9.298335931741354
1.609304905999058e+01	1.535715094498456e+01	2.507511101846534e+01	8.060174023426766	-9.298166152795979
1.609277040600905e+01	1.535764016821450e+01	2.507520753543791e+01	8.060187916927278	-9.297996723153803
1.609249063178557e+01	1.535812939144445e+01	2.507530658912161e+01	8.060204451771249	-9.297827468715038
1.609220466516189e+01	1.535861861467439e+01	2.507541482874141e+01	8.060230786889063	-9.297657970269348
1.609192865833936e+01	1.535910783790434e+01	2.507550616844753e+01	8.060239436055911	-9.297488320184270
1.609164842767992e+01	1.535959706113429e+01	2.507560481229037e+01	8.060255774377099	-9.297318765325258
1.609136857382836e+01	1.536008628436423e+01	2.507570465324698e+01	8.060273236112993	-9.297149666363886
1.609108689024350e+01	1.536057550759418e+01	2.507580665677111e+01	8.060293095841308	-9.296980353531678
